ID,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year
jacksre01,Lester Hudson,PG,27,TOT,16,334,13.9,.483,.395,.253,2.3,13.8,7.8,20.6,2.2,0.7,15.1,28.6,-0.1,0.2,0.1,.012,-0.4,-2.2,-2.7,-0.1,2012
jacksst02,Lester Hudson,PG,27,CLE,13,314,14.7,.492,.404,.252,2.4,14.7,8.3,21.4,2.3,0.7,15.2,28.3,0.0,0.2,0.2,.026,0.2,-1.8,-1.6,0.0,2012
jacksst02,Lester Hudson,PG,27,MEM,3,20,0.4,.365,.273,.273,0.0,0.0,0.0,8.2,0.0,0.0,14.0,32.4,-0.1,0.0,-0.1,-0.207,-10.2,-9.0,-19.1,-0.1,2012
jacksst02,Larry Hughes,PG,33,ORL,9,114,-4.8,.262,.318,.091,1.0,4.1,2.5,9.2,0.9,0.0,34.4,14.3,-0.5,0.0,-0.5,-0.193,-10.2,-1.2,-11.4,-0.3,2012
jamesda01,Kris Humphries,PF,26,NJN,62,2162,17.9,.539,.000,.414,12.2,24.8,18.3,7.4,1.2,2.6,13.0,19.3,3.6,1.7,5.3,.118,-0.6,0.4,-0.2,1.0,2012
jamesle01,Serge Ibaka,PF,22,OKC,66,1792,19.0,.556,.006,.241,13.2,18.2,15.9,2.5,1.0,9.8,12.7,15.7,3.0,3.2,6.2,.167,-0.9,3.8,3.0,2.2,2012
jamesmi01,Andre Iguodala,SF,28,PHI,62,2209,17.6,.537,.305,.310,2.8,16.4,9.6,23.7,2.6,1.0,13.8,17.7,3.1,4.2,7.3,.158,1.7,2.7,4.4,3.6,2012
jamisan01,Ersan Ilyasova,PF,24,MIL,60,1655,20.5,.577,.188,.307,12.7,22.8,17.6,7.0,1.3,2.0,10.1,20.1,4.4,2.0,6.4,.185,2.2,-0.2,2.0,1.7,2012
jeffeal01,Kyrie Irving,PG,19,CLE,51,1558,21.4,.566,.245,.262,3.1,11.2,7.0,36.5,1.8,1.0,16.1,28.7,3.4,0.6,4.1,.125,4.9,-1.7,3.3,2.1,2012
jefferi01,Royal Ivey,SG,30,OKC,34,354,4.7,.464,.726,.110,0.3,6.9,3.9,4.1,2.0,0.0,10.5,10.9,-0.1,0.3,0.2,.025,-1.9,-1.2,-3.1,-0.1,2012
jefferi01,Jarrett Jack,PG,28,NOH,45,1530,17.9,.540,.192,.254,1.8,11.7,6.8,34.0,1.1,0.5,14.1,23.3,2.9,0.9,3.8,.119,2.6,-1.4,1.2,1.2,2012
jefferi01,Reggie Jackson,PG,21,OKC,45,501,9.2,.408,.390,.182,3.4,8.3,6.0,21.2,2.6,0.1,17.3,18.7,-0.4,0.5,0.1,.011,-2.6,-1.3,-3.9,-0.2,2012
jeffrja01,Stephen Jackson,SF,33,TOT,47,1212,10.7,.485,.400,.268,2.0,13.1,7.6,14.6,2.3,0.8,17.8,21.3,-0.7,1.3,0.6,.025,-1.7,0.1,-1.6,0.1,2012
jenkich01,Stephen Jackson,SF,33,MIL,26,712,8.9,.459,.397,.221,2.4,10.5,6.4,16.6,1.9,0.6,18.1,22.5,-0.8,0.5,-0.3,-0.019,-2.3,-1.1,-3.4,-0.3,2012
jennibr01,Stephen Jackson,SF,33,SAS,21,500,13.1,.529,.405,.353,1.4,16.9,9.3,11.8,2.9,1.0,17.3,19.5,0.1,0.8,0.9,.086,-0.8,1.8,0.9,0.4,2012
jerebjo01,Damion James,SF,24,NJN,7,170,6.1,.422,.029,.343,4.6,18.3,11.3,2.8,2.2,3.2,23.0,14.1,-0.3,0.1,-0.2,-0.043,-7.3,1.1,-6.3,-0.2,2012
jianlyi01,LeBron James,SF,27,MIA,62,2326,30.7,.605,.127,.429,5.0,19.7,12.6,33.6,2.6,1.7,13.3,32.0,10.0,4.5,14.5,.298,8.3,2.7,11.0,7.6,2012
johnsam01,Mike James,PG,36,CHI,11,120,13.7,.505,.204,.163,1.9,7.3,4.6,39.8,1.8,1.2,21.0,25.3,0.1,0.2,0.3,.111,-0.9,-1.9,-2.9,0.0,2012
johnsar02,Antawn Jamison,PF,35,CLE,65,2151,16.1,.481,.256,.260,6.3,15.7,10.8,11.9,1.2,1.5,7.2,26.2,2.1,1.0,3.1,.070,0.7,-1.8,-1.1,0.5,2012
johnsar02,Al Jefferson,C,27,UTA,61,2075,22.8,.520,.004,.169,7.3,25.3,16.2,12.1,1.2,3.9,5.2,25.7,4.9,2.5,7.5,.173,1.7,1.3,3.0,2.6,2012
johnsar02,Richard Jefferson,SF,31,TOT,63,1748,11.1,.550,.551,.174,1.7,12.4,7.2,7.3,1.1,0.8,8.7,15.1,1.9,1.2,3.1,.085,0.7,-0.6,0.1,0.9,2012
johnsca01,Richard Jefferson,SF,31,SAS,41,1168,10.9,.556,.596,.157,1.8,12.0,7.0,6.7,1.1,0.7,8.6,14.6,1.4,1.0,2.4,.100,1.2,0.0,1.2,0.9,2012
johnsch03,Richard Jefferson,SF,31,GSW,22,580,11.6,.540,.467,.207,1.6,13.3,7.4,8.6,1.1,0.9,8.9,16.1,0.6,0.1,0.7,.056,-0.3,-1.7,-2.1,0.0,2012
johnsch03,Jared Jeffries,PF,30,NYK,39,729,10.9,.484,.111,.500,10.8,13.3,12.0,5.4,2.0,2.7,14.2,12.6,0.5,1.1,1.7,.109,-1.9,2.3,0.4,0.4,2012
johnsch03,Charles Jenkins,PG,22,GSW,51,893,12.4,.482,.069,.134,1.0,7.6,4.3,29.9,1.9,0.5,16.3,19.0,0.4,0.1,0.5,.028,-2.5,-3.0,-5.5,-0.8,2012
johnsiv01,Brandon Jennings,PG,22,MIL,66,2331,18.4,.514,.346,.213,2.3,8.6,5.3,26.7,2.3,0.7,10.6,25.9,3.8,1.8,5.5,.114,3.6,-1.3,2.3,2.5,2012
johnsja01,Jonas Jerebko,PF,24,DET,64,1468,14.2,.548,.234,.274,7.6,17.8,12.5,5.1,1.5,1.1,11.5,18.1,2.0,1.3,3.3,.108,-0.2,-1.2,-1.4,0.2,2012
johnsjo02,Yi Jianlian,PF,24,DAL,30,203,10.4,.433,.122,.256,6.7,20.3,13.6,4.1,1.8,3.1,13.3,24.1,-0.3,0.3,0.0,-0.003,-6.9,-0.4,-7.3,-0.3,2012
johnstr01,Amir Johnson,PF,24,TOR,64,1553,14.4,.600,.015,.247,11.4,19.4,15.4,8.7,1.1,3.6,20.0,14.3,1.9,2.0,4.0,.122,-0.5,2.7,2.2,1.6,2012
johnswe01,Armon Johnson,PG,22,TOT,9,124,12.9,.515,.070,.140,0.9,11.6,6.1,16.1,2.1,0.0,11.6,19.1,0.1,0.0,0.1,.050,-2.6,-2.4,-5.0,-0.1,2012
jonesda02,Armon Johnson,PG,22,POR,1,5,20.7,1.000,.000,.000,0.0,23.8,11.7,0.0,10.5,0.0,50.0,18.3,0.0,0.0,0.0,.042,-4.8,4.3,-0.5,0.0,2012
jonesdo02,Armon Johnson,PG,22,NJN,8,119,12.5,.504,.071,.143,0.9,11.0,5.9,16.7,1.8,0.0,10.1,19.1,0.1,0.0,0.1,.051,-2.5,-2.7,-5.2,-0.1,2012
jonesja02,Carldell Johnson,PG,29,NOH,15,119,8.9,.372,.429,.086,1.0,7.9,4.5,29.4,3.7,0.0,16.2,17.2,-0.1,0.1,0.0,-0.003,-3.2,-1.3,-4.5,-0.1,2012
jonesso01,Chris Johnson,C,26,TOT,27,175,10.8,.557,.000,.463,10.1,16.8,13.5,1.8,1.9,4.0,23.3,17.1,0.0,0.2,0.2,.059,-4.8,0.2,-4.7,-0.1,2012
jonesso01,Chris Johnson,C,26,POR,20,93,11.4,.566,.000,.522,9.8,12.8,11.3,1.7,0.6,6.6,19.8,17.4,0.1,0.1,0.1,.077,-4.4,0.1,-4.4,-0.1,2012
jonesso01,Chris Johnson,C,26,NOH,7,82,10.1,.546,.000,.389,10.3,21.4,16.0,2.0,3.3,1.0,27.5,16.8,-0.1,0.1,0.1,.038,-5.3,0.3,-5.0,-0.1,2012
jordade01,Ivan Johnson,PF,27,ATL,56,934,14.3,.558,.022,.364,8.2,20.1,14.2,5.7,2.4,1.5,17.8,19.5,0.5,1.7,2.2,.113,-2.9,1.0,-1.9,0.0,2012
jordaje01,JaJuan Johnson,PF,22,BOS,36,298,11.4,.456,.000,.074,8.3,14.4,11.5,3.6,0.9,3.6,10.1,22.4,-0.3,0.5,0.2,.032,-5.9,-0.4,-6.3,-0.3,2012
josepco01,James Johnson,SF,24,TOR,62,1561,14.5,.498,.116,.222,5.6,16.2,11.0,13.9,2.4,4.4,15.1,20.2,0.1,2.5,2.6,.079,-1.6,3.4,1.9,1.5,2012
kamanch01,Joe Johnson,SG,30,ATL,60,2127,18.4,.557,.346,.200,2.9,9.2,6.1,19.7,1.2,0.5,10.3,24.9,4.4,2.1,6.4,.145,3.4,-1.4,2.1,2.2,2012
kanteen01,Trey Johnson,SG,27,NOH,11,61,11.8,.648,.000,.357,6.0,17.3,11.7,11.1,0.9,0.0,23.6,16.4,0.1,0.0,0.1,.096,-2.4,-1.3,-3.6,0.0,2012
kaponja01,Wesley Johnson,SF,24,MIN,65,1469,8.0,.477,.426,.086,1.8,11.6,6.7,6.4,1.2,2.3,12.7,14.3,-0.4,1.0,0.6,.021,-2.6,1.0,-1.6,0.1,2012
kennedj01,Dahntay Jones,SF,31,IND,65,1052,10.3,.533,.274,.352,2.5,10.0,6.3,9.6,1.2,0.8,12.4,16.0,1.1,0.8,2.0,.090,-0.9,-1.1,-2.0,0.0,2012
kiddja01,Dominique Jones,SG,23,DAL,33,268,11.8,.493,.110,.507,3.8,14.6,9.2,24.6,2.0,1.5,23.9,20.3,-0.1,0.4,0.2,.044,-3.9,1.0,-2.9,-0.1,2012
kleizli01,James Jones,SG,31,MIA,51,666,9.7,.567,.760,.200,1.1,7.4,4.4,4.2,1.3,1.1,5.8,12.1,0.9,0.7,1.7,.120,0.3,-1.2,-1.0,0.2,2012
knighbr03,Solomon Jones,C-PF,27,TOT,21,292,9.1,.471,.000,.377,13.1,10.5,11.8,4.9,1.7,3.1,20.2,14.4,0.0,0.3,0.3,.042,-3.2,1.2,-2.0,0.0,2012
korveky01,Solomon Jones,PF,27,LAC,10,96,5.3,.294,.000,.625,13.5,7.5,10.5,2.8,2.2,4.3,32.9,7.3,-0.1,0.1,0.0,.008,-4.5,3.4,-1.1,0.0,2012
koufoko01,Solomon Jones,C,27,NOH,11,196,11.0,.501,.000,.340,13.0,12.0,12.5,5.9,1.4,2.5,17.6,17.8,0.1,0.2,0.2,.059,-2.5,0.1,-2.4,0.0,2012
landrca01,DeAndre Jordan,C,23,LAC,66,1798,16.4,.626,.003,.433,13.2,23.0,18.1,1.5,0.9,6.2,16.0,11.9,3.2,2.4,5.6,.150,-1.1,2.1,1.0,1.4,2012
lawsoty01,Jerome Jordan,C,25,NYK,21,108,18.3,.561,.000,.303,14.8,14.1,14.4,6.3,0.5,4.4,5.1,16.4,0.3,0.1,0.5,.211,0.3,0.3,0.6,0.1,2012
leeco01,Cory Joseph,PG,20,SAS,29,266,6.9,.374,.214,.243,2.2,8.5,5.4,17.4,1.4,0.8,13.4,15.4,-0.2,0.2,0.0,.001,-4.2,-0.6,-4.8,-0.2,2012
leeda02,Chris Kaman,C,29,NOH,47,1372,15.3,.478,.000,.179,7.9,23.5,15.8,14.0,1.0,4.7,16.7,26.6,-1.2,1.9,0.7,.024,-3.5,2.2,-1.4,0.2,2012
leonaka01,Enes Kanter,C,19,UTA,66,874,14.5,.539,.004,.445,13.9,22.7,18.3,1.4,1.1,2.1,16.1,17.3,0.9,0.8,1.7,.095,-2.6,-2.1,-4.7,-0.6,2012
leslitr01,Jason Kapono,SG,30,LAL,27,269,4.5,.476,.491,.073,0.9,4.8,2.9,6.0,0.6,0.0,9.6,10.7,0.0,0.1,0.1,.021,-3.1,-2.2,-5.2,-0.2,2012
leuerjo01,D.J. Kennedy,SF,22,CLE,2,59,4.7,.466,.333,.167,1.9,12.0,6.7,8.2,1.8,0.0,18.9,12.1,0.0,0.0,0.0,-0.023,-4.5,-1.1,-5.6,-0.1,2012
lewisra02,Jason Kidd,PG,38,DAL,48,1379,13.1,.524,.817,.103,1.2,14.8,8.1,28.4,3.1,0.6,24.2,12.7,0.9,2.1,3.0,.104,0.4,2.1,2.5,1.5,2012
liggide01,Linas Kleiza,SF,27,TOR,49,1057,12.4,.521,.437,.244,4.7,17.2,11.0,7.9,1.2,0.3,12.4,23.1,0.5,1.0,1.5,.066,-0.3,-1.9,-2.2,-0.1,2012
linje01,Brandon Knight,PG,20,DET,66,2129,11.7,.511,.359,.178,1.8,10.3,5.9,20.8,1.2,0.4,17.1,21.7,0.3,1.0,1.3,.029,0.0,-2.0,-1.9,0.0,2012
livinsh01,Kyle Korver,SG,30,CHI,65,1469,13.6,.600,.658,.160,2.0,9.9,6.0,11.7,1.3,0.7,10.7,15.3,3.1,2.1,5.3,.172,2.5,0.0,2.5,1.7,2012
lopezbr01,Kosta Koufos,C,22,DEN,48,792,17.3,.608,.000,.286,14.4,23.3,19.0,2.9,1.5,4.1,13.2,14.0,1.7,1.0,2.7,.163,0.0,1.0,1.0,0.6,2012
lopezro01,Carl Landry,PF,28,NOH,41,999,18.2,.577,.008,.508,9.4,15.9,12.8,7.1,0.7,1.0,12.6,24.0,2.2,0.7,2.9,.139,0.2,-1.9,-1.8,0.1,2012
loveke01,Ty Lawson,PG,24,DEN,61,2124,19.4,.579,.261,.282,3.1,9.2,6.2,30.2,2.0,0.2,14.7,21.2,5.7,1.2,6.9,.157,4.2,-1.0,3.3,2.8,2012
lowryky01,Courtney Lee,SG,26,HOU,58,1757,12.6,.534,.374,.148,1.7,8.9,5.2,7.9,2.0,0.9,9.4,17.6,1.8,1.4,3.2,.087,0.4,-0.1,0.3,1.0,2012
lucasjo02,David Lee,PF,28,GSW,57,2121,19.7,.549,.005,.304,9.2,19.9,14.6,13.6,1.3,0.8,12.5,26.0,3.8,1.2,5.0,.113,1.1,-0.7,0.4,1.3,2012
macksh01,Malcolm Lee,SG,21,MIN,19,243,9.3,.466,.169,.288,4.1,7.8,5.9,19.8,1.7,1.2,20.4,15.3,0.0,0.1,0.1,.024,-3.0,-0.1,-3.0,-0.1,2012
macklve01,Kawhi Leonard,SF,20,SAS,64,1534,16.6,.573,.270,.218,7.9,16.4,12.2,6.6,2.9,1.1,9.0,14.5,3.1,2.4,5.5,.171,2.0,2.3,4.3,2.4,2012
maggeco01,Travis Leslie,SG,21,LAC,10,45,14.6,.390,.000,.643,15.7,8.0,11.9,17.0,2.4,3.7,10.0,20.5,0.0,0.0,0.1,.060,-1.5,1.3,-0.2,0.0,2012
magloja01,Jon Leuer,PF,22,MIL,46,555,15.3,.536,.047,.147,8.7,15.3,11.9,7.3,1.3,2.3,8.1,17.6,0.9,0.5,1.4,.122,-0.9,-0.5,-1.4,0.1,2012
mahinia01,Rashard Lewis,SF,32,WAS,28,729,9.3,.457,.303,.167,5.2,11.7,8.4,5.7,1.6,1.1,11.9,16.5,-0.2,0.4,0.3,.018,-2.2,-0.8,-3.0,-0.2,2012
mariosh01,DeAndre Liggins,SF,23,ORL,17,115,8.9,.495,.160,.760,5.9,9.2,7.5,7.1,2.8,0.0,23.1,17.7,-0.1,0.1,0.0,.000,-4.5,0.1,-4.4,-0.1,2012
martica01,Jeremy Lin,PG,23,NYK,35,940,19.9,.552,.196,.478,2.2,11.1,6.6,41.0,3.0,0.8,21.4,28.1,1.3,1.4,2.7,.140,2.0,0.2,2.2,1.0,2012
martike01,Shaun Livingston,SG,26,MIL,58,1092,11.0,.520,.011,.292,3.8,8.7,6.2,16.6,1.3,1.4,17.8,15.0,0.7,0.6,1.3,.055,-2.4,-0.3,-2.7,-0.2,2012
masonro01,Brook Lopez,C,23,NJN,5,136,21.9,.527,.000,.416,6.6,8.8,7.7,10.2,0.4,2.3,6.2,32.7,0.3,0.0,0.3,.091,0.0,-4.8,-4.8,-0.1,2012
matthwe02,Robin Lopez,C,23,PHO,64,895,15.2,.526,.000,.520,11.5,14.8,13.2,3.4,1.0,4.8,11.5,18.9,1.2,0.9,2.1,.115,-1.8,0.7,-1.1,0.2,2012
maxieja01,Kevin Love,PF,23,MIN,55,2145,25.4,.568,.266,.434,11.6,26.4,19.0,10.0,1.1,0.9,9.2,28.8,7.6,2.3,10.0,.223,5.1,-0.6,4.5,3.5,2012
maynoer01,Kyle Lowry,PG,25,HOU,47,1510,18.8,.558,.411,.386,2.8,13.7,8.2,32.3,2.5,0.7,17.8,22.0,3.3,1.6,4.9,.156,3.6,0.5,4.1,2.3,2012
mayooj01,John Lucas III,PG,29,CHI,49,726,16.3,.496,.391,.089,3.4,8.1,5.8,25.8,1.4,0.1,10.1,26.0,1.2,1.0,2.2,.143,2.3,-2.1,0.2,0.4,2012
mbahalu01,Shelvin Mack,PG,21,WAS,64,779,11.9,.468,.191,.268,1.7,11.7,6.7,26.0,1.9,0.2,16.3,16.9,0.2,0.5,0.7,.042,-2.1,-1.8,-3.9,-0.4,2012
mcgeeja01,Vernon Macklin,C,25,DET,23,135,18.2,.559,.000,.400,12.0,18.3,15.0,6.4,1.6,2.3,6.8,15.1,0.3,0.1,0.5,.161,-0.2,-0.5,-0.6,0.0,2012
mcgeeja01,Corey Maggette,SF,32,CHA,32,881,14.1,.517,.177,.558,2.6,14.0,8.1,8.3,1.4,0.1,11.3,27.4,0.5,0.1,0.7,.038,-1.4,-3.7,-5.2,-0.7,2012
mcgeeja01,Jamaal Magloire,C,33,TOR,34,374,2.7,.360,.000,.600,7.9,27.3,17.7,2.4,0.6,2.2,27.9,9.9,-0.7,0.5,-0.2,-0.021,-8.2,0.9,-7.3,-0.5,2012
mcgratr01,Ian Mahinmi,C,25,DAL,61,1139,13.5,.585,.004,.618,10.7,17.7,14.3,1.7,1.8,2.2,14.2,14.4,1.7,1.7,3.4,.144,-1.9,0.8,-1.2,0.2,2012
mcguido01,Shawn Marion,SF,33,DAL,63,1919,15.0,.488,.105,.144,8.6,18.6,13.6,11.5,1.8,1.5,12.5,19.0,1.0,2.7,3.7,.092,-1.1,2.2,1.1,1.5,2012
mcrobjo01,Cartier Martin,SF,27,WAS,17,391,12.8,.555,.560,.142,3.4,13.4,8.4,4.2,1.5,0.4,8.4,17.8,0.5,0.2,0.7,.090,0.9,-2.5,-1.6,0.0,2012
meeksjo01,Kenyon Martin,PF,34,LAC,42,940,9.9,.445,.059,.245,6.1,16.9,11.5,2.9,2.5,3.8,11.6,13.5,-0.3,1.2,0.9,.048,-4.0,2.5,-1.5,0.1,2012
milescj01,Kevin Martin,SG,28,HOU,40,1264,16.5,.554,.419,.333,1.2,8.6,4.9,14.5,1.2,0.2,10.2,24.7,2.7,0.6,3.3,.125,2.7,-2.5,0.2,0.7,2012
milicda01,Roger Mason,SG,31,WAS,52,697,12.1,.530,.597,.105,1.1,10.1,5.6,11.0,1.0,0.6,10.6,19.4,0.6,0.2,0.9,.059,0.4,-3.3,-2.9,-0.2,2012
millean02,Wesley Matthews,SG,25,POR,66,2228,14.1,.539,.442,.224,2.9,9.0,5.9,8.3,2.3,0.5,8.0,18.7,3.4,1.4,4.8,.104,1.9,-0.6,1.3,1.9,2012
millebr01,Jason Maxiell,PF,28,DET,65,1466,11.7,.493,.005,.277,9.9,17.4,13.6,4.7,1.2,2.7,14.2,15.8,0.4,1.3,1.7,.057,-2.7,0.2,-2.5,-0.2,2012
millemi01,Eric Maynor,PG,24,OKC,9,137,9.1,.466,.436,.103,2.7,7.8,5.4,24.1,1.9,0.0,21.3,17.1,0.0,0.1,0.1,.037,-1.8,-2.2,-4.0,-0.1,2012
millspa02,O.J. Mayo,SG,24,MEM,66,1771,14.7,.513,.374,.234,1.9,12.1,6.9,16.1,2.1,1.1,13.3,23.9,1.3,2.2,3.5,.094,0.7,-0.4,0.3,1.0,2012
millspa01,Luc Mbah a Moute,PF,25,MIL,43,1009,13.9,.544,.015,.395,8.2,16.9,12.4,4.4,2.0,1.6,11.3,15.1,1.2,1.1,2.4,.112,-1.4,0.6,-0.8,0.3,2012
monrogr01,JaVale McGee,C,24,TOT,61,1535,19.9,.552,.000,.303,12.1,23.3,17.7,3.5,1.2,6.6,12.2,20.7,1.9,2.2,4.1,.127,-1.4,1.2,-0.1,0.7,2012
moonja01,JaVale McGee,C,24,WAS,41,1124,19.6,.539,.000,.290,12.6,23.8,18.2,3.9,1.2,6.9,13.1,20.7,1.2,1.6,2.8,.120,-1.6,1.6,0.0,0.6,2012
mooreet01,JaVale McGee,C,24,DEN,20,411,20.5,.588,.000,.336,10.5,21.8,16.3,2.5,1.2,5.9,9.8,21.0,0.7,0.6,1.3,.148,-0.7,0.2,-0.5,0.2,2012
mooremi01,Tracy McGrady,SF,32,ATL,52,837,13.6,.510,.143,.359,3.3,18.2,10.8,20.8,1.0,1.4,16.5,18.0,0.5,1.1,1.6,.094,-2.4,0.6,-1.7,0.1,2012
morrida01,Dominic McGuire,PF,26,GSW,64,1127,11.8,.486,.019,.252,7.4,17.4,12.4,14.0,2.0,2.5,19.4,11.8,0.6,0.9,1.5,.062,-2.4,2.0,-0.4,0.4,2012
morrima03,Josh McRoberts,PF,24,LAL,50,718,10.9,.516,.059,.305,9.9,16.4,13.3,10.5,1.1,1.8,18.8,10.5,0.6,0.8,1.4,.095,-1.8,1.6,-0.2,0.3,2012
morrima02,Jodie Meeks,SG,24,PHI,66,1644,11.5,.551,.570,.182,1.1,9.8,5.4,5.0,1.3,0.1,5.4,15.2,2.1,2.0,4.1,.120,0.4,-0.8,-0.4,0.7,2012
morroan01,C.J. Miles,SG,24,UTA,56,1145,12.4,.484,.323,.292,2.7,9.0,5.8,9.6,2.1,1.3,9.2,22.7,0.7,0.8,1.5,.063,-0.2,-1.5,-1.7,0.1,2012
mozgoti01,Darko Milicic,C,26,MIN,29,472,9.0,.458,.000,.285,8.2,14.6,11.4,5.9,1.0,3.8,17.9,16.8,-0.4,0.4,0.0,.003,-4.7,1.6,-3.1,-0.1,2012
mulleby01,Andre Miller,SG,35,DEN,66,1809,14.8,.510,.150,.306,3.5,10.5,7.1,36.5,1.8,0.4,22.0,19.8,1.9,1.0,2.9,.078,0.2,-1.0,-0.8,0.6,2012
murphtr01,Brad Miller,C,35,MIN,15,146,10.7,.542,.556,.444,3.0,11.5,7.2,24.3,1.4,1.0,27.1,13.5,0.1,0.1,0.2,.060,-1.7,-0.5,-2.2,0.0,2012
ndiayha01,Mike Miller,SG,31,MIA,39,752,11.4,.561,.560,.024,3.6,16.2,10.2,8.7,1.0,0.6,12.4,14.9,0.8,1.0,1.8,.113,0.1,-0.7,-0.6,0.3,2012
najered01,Patrick Mills,PG,23,SAS,16,261,21.5,.604,.431,.115,1.8,10.3,6.2,25.9,2.0,0.3,16.0,28.4,0.6,0.3,0.9,.161,4.3,-1.9,2.5,0.3,2012
nashst01,Paul Millsap,PF,26,UTA,64,2100,21.8,.545,.036,.296,9.7,21.2,15.4,12.4,2.9,2.0,10.3,23.2,4.9,2.9,7.8,.179,2.9,2.1,5.0,3.7,2012
nealga01,Nazr Mohammed,C,34,OKC,63,692,11.0,.477,.006,.136,10.4,17.1,14.0,3.1,1.5,3.9,12.7,13.4,0.3,1.0,1.3,.090,-3.1,0.9,-2.2,0.0,2012
nelsoja01,Greg Monroe,C,21,DET,66,2082,22.0,.563,.001,.348,13.3,23.6,18.3,14.0,2.1,1.7,15.2,23.6,4.3,2.7,7.0,.161,2.4,1.4,3.8,3.1,2012
noahjo01,Jamario Moon,SF,31,CHA,8,123,3.4,.362,.417,.083,1.8,19.3,10.3,6.4,0.4,3.0,24.3,12.3,-0.3,0.0,-0.3,-0.100,-8.3,-0.3,-8.6,-0.2,2012
nocioan01,E'Twaun Moore,PG,22,BOS,38,331,8.8,.474,.398,.062,1.5,9.9,5.9,17.0,1.8,0.7,15.3,19.9,-0.3,0.5,0.2,.031,-3.0,-0.5,-3.5,-0.1,2012
novakst01,Mikki Moore,C,36,GSW,7,118,6.3,.520,.000,.350,6.8,14.4,10.6,6.0,1.3,1.9,23.3,11.8,0.0,0.1,0.1,.022,-4.2,0.1,-4.1,-0.1,2012
nowitdi01,Darius Morris,PG,21,LAL,19,169,5.2,.500,.214,.214,1.4,8.8,5.3,19.1,0.6,0.0,29.2,17.6,-0.2,0.1,-0.2,-0.045,-5.6,-2.5,-8.1,-0.3,2012
onealje01,Marcus Morris,PF,22,HOU,17,126,3.8,.348,.315,.148,4.6,10.2,7.4,3.7,0.8,1.2,6.5,22.2,-0.3,0.1,-0.2,-0.083,-6.5,-3.5,-10.0,-0.3,2012
odomla01,Markieff Morris,PF,22,PHO,63,1227,12.1,.484,.284,.243,6.4,19.1,12.8,8.2,1.7,2.5,12.7,20.4,0.1,1.4,1.5,.059,-1.6,1.0,-0.6,0.4,2012
okurme01,Anthony Morrow,SG,26,NJN,62,1636,13.1,.531,.435,.158,2.1,7.0,4.5,6.8,1.5,0.4,9.0,21.6,1.7,0.0,1.7,.051,0.4,-3.4,-3.0,-0.4,2012
ortonda01,Timofey Mozgov,C,25,DEN,44,687,13.2,.556,.000,.300,9.3,20.8,15.2,4.9,1.1,4.8,19.8,17.4,0.3,0.8,1.1,.074,-3.0,1.5,-1.6,0.1,2012
outlatr01,Byron Mullens,C,22,CHA,65,1465,13.0,.473,.086,.190,7.3,18.8,12.8,7.5,0.8,2.6,10.4,22.5,-0.4,0.6,0.2,.007,-3.3,-1.7,-5.0,-1.1,2012
owensla01,Troy Murphy,PF,31,LAL,59,956,9.0,.537,.392,.053,4.9,16.9,11.2,7.9,0.8,1.2,12.9,9.6,0.8,0.9,1.7,.088,-1.6,0.6,-1.0,0.2,2012
pachuza01,Hamady N'Diaye,C,25,WAS,3,3,-13.1,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,0.0,0.0,0.0,-0.369,-15.6,-4.8,-20.4,0.0,2012
pargoja01,Eduardo Najera,PF,35,CHA,22,270,9.3,.441,.453,.063,4.5,17.2,10.6,7.4,3.7,1.1,9.6,12.4,-0.1,0.3,0.2,.035,-2.8,1.0,-1.8,0.0,2012
pargoje01,Steve Nash,PG,37,PHO,62,1961,20.3,.625,.254,.256,1.5,9.1,5.3,53.1,1.0,0.3,27.1,19.6,5.2,0.6,5.9,.144,2.9,-3.5,-0.5,0.7,2012
parkean01,Gary Neal,SG,27,SAS,56,1206,14.2,.542,.407,.132,1.2,9.9,5.6,15.1,1.2,0.1,10.5,21.7,1.6,0.9,2.5,.101,1.3,-1.8,-0.5,0.5,2012
parketo01,Jameer Nelson,PG,29,ORL,57,1706,14.6,.524,.381,.145,1.9,10.4,6.1,34.0,1.2,0.2,17.3,21.4,2.3,1.2,3.5,.099,1.4,-1.5,-0.2,0.8,2012
parsoch01,Joakim Noah,C,26,CHI,64,1945,19.6,.561,.002,.420,14.1,21.8,18.0,12.7,1.1,3.4,13.7,15.8,4.9,4.2,9.0,.223,1.8,4.0,5.8,3.8,2012
pattepa01,Andres Nocioni,SF,32,PHI,11,56,1.8,.342,.300,.550,2.0,25.9,13.9,2.6,1.0,1.3,16.8,25.0,-0.3,0.1,-0.2,-0.139,-11.8,-2.7,-14.5,-0.2,2012
paulch01,Steve Novak,PF,28,NYK,54,1020,15.9,.684,.837,.077,1.0,10.9,5.9,2.0,0.8,0.7,5.7,16.2,2.9,0.9,3.9,.181,3.7,-2.7,1.1,0.8,2012
pavloal01,Dirk Nowitzki,PF,33,DAL,62,2079,21.7,.564,.205,.343,2.5,19.9,11.3,12.6,1.1,1.2,9.0,29.2,5.0,2.6,7.6,.175,2.3,-0.5,1.8,2.0,2012
