ID,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year
kleizli01,Terrence Jones,PF,21,HOU,19,276,17.1,.512,.202,.181,11.6,15.0,13.4,8.6,2.2,5.2,11.4,18.1,0.3,0.4,0.7,.128,-0.5,2.6,2.1,0.3,2013
knighbr03,DeAndre Jordan,C,24,LAC,82,2010,17.2,.606,.000,.510,12.7,22.4,17.6,2.2,1.3,4.7,14.3,15.9,3.0,3.2,6.2,.148,-0.8,1.1,0.3,1.2,2013
korveky01,Cory Joseph,PG,21,SAS,28,388,13.5,.528,.191,.191,3.8,11.3,7.7,20.2,2.0,0.7,15.0,16.6,0.4,0.5,0.9,.113,-1.1,0.6,-0.5,0.1,2013
kravtvi01,Kris Joseph,SF,24,TOT,10,54,0.6,.257,.214,.571,2.3,12.9,7.7,2.8,3.0,0.0,10.2,17.0,-0.2,0.1,-0.1,-0.127,-9.6,-0.9,-10.5,-0.1,2013
lambdo01,Kris Joseph,SF,24,BOS,6,24,-3.2,.274,.182,.364,5.1,19.1,12.3,6.2,0.0,0.0,13.6,29.1,-0.2,0.0,-0.1,-0.275,-14.2,-5.0,-19.2,-0.1,2013
lambdo01,Kris Joseph,SF,24,BRK,4,30,3.7,.210,.333,1.333,0.0,7.9,3.9,0.0,5.4,0.0,0.0,7.3,-0.1,0.0,0.0,-0.008,-5.9,2.4,-3.5,0.0,2013
lambdo01,Chris Kaman,C,30,DAL,66,1363,16.3,.529,.002,.138,8.1,22.1,15.2,6.6,1.1,3.0,13.6,25.3,0.0,1.6,1.6,.058,-3.2,-0.5,-3.7,-0.6,2013
lambje01,Enes Kanter,C,20,UTA,70,1078,17.6,.588,.003,.309,14.5,18.6,16.5,5.0,1.4,2.3,19.0,22.4,1.2,1.0,2.3,.101,-0.9,-1.2,-2.1,0.0,2013
landrca01,Jason Kidd,SG,39,NYK,76,2043,13.5,.532,.795,.117,2.8,16.2,9.3,17.8,3.3,1.1,15.0,11.6,2.6,2.8,5.4,.128,1.7,2.7,4.4,3.3,2013
lawsoty01,Michael Kidd-Gilchrist,SF,19,CHA,78,2025,14.0,.506,.015,.305,7.2,18.9,12.9,10.1,1.4,2.8,12.7,17.9,1.1,1.0,2.1,.051,-2.3,0.1,-2.2,-0.1,2013
leeco01,Andrei Kirilenko,SF,31,MIN,64,2034,17.6,.590,.214,.446,5.6,15.1,10.2,14.4,2.4,2.4,15.1,17.4,3.4,2.6,6.0,.142,1.4,2.8,4.2,3.2,2013
leeda02,Linas Kleiza,SF,28,TOR,20,376,8.2,.460,.458,.264,3.1,13.5,8.2,6.9,0.6,0.4,8.0,21.6,-0.1,0.2,0.1,.013,-2.3,-3.4,-5.7,-0.3,2013
leema01,Brandon Knight,PG,21,DET,75,2365,12.0,.511,.372,.256,2.6,9.6,6.0,21.3,1.3,0.3,17.3,22.8,0.3,0.8,1.1,.022,0.0,-2.1,-2.1,-0.1,2013
leonaka01,Kyle Korver,SF,31,ATL,74,2259,13.9,.637,.689,.130,1.2,13.5,7.4,9.9,1.6,1.3,9.9,14.5,4.0,2.5,6.4,.137,2.1,0.5,2.7,2.7,2013
leoname01,Kosta Koufos,C,23,DEN,81,1817,17.2,.585,.002,.205,13.3,21.2,17.3,2.6,1.2,4.4,8.7,14.5,3.9,2.5,6.5,.171,0.4,1.1,1.5,1.6,2013
leuerjo01,Viacheslav Kravtsov,C,25,DET,25,224,14.4,.618,.000,.804,12.1,11.0,11.6,6.6,1.2,3.2,18.4,15.5,0.3,0.1,0.4,.086,-0.7,-0.1,-0.9,0.1,2013
leuerjo01,Doron Lamb,SG,21,TOT,47,577,4.8,.433,.227,.209,1.5,7.4,4.4,8.2,1.2,0.0,12.7,15.7,-0.6,0.2,-0.4,-0.032,-5.2,-2.3,-7.5,-0.8,2013
leuerjo01,Doron Lamb,SG,21,MIL,23,280,3.0,.384,.168,.158,1.1,5.6,3.3,10.6,1.3,0.0,13.6,18.3,-0.6,0.1,-0.4,-0.076,-6.7,-2.6,-9.3,-0.5,2013
lewisra02,Doron Lamb,SG,21,ORL,24,297,6.5,.498,.309,.279,1.9,9.1,5.5,5.8,1.1,0.0,11.6,13.2,0.0,0.1,0.1,.010,-3.8,-2.0,-5.8,-0.3,2013
liggide01,Jeremy Lamb,SF,20,OKC,23,147,11.2,.479,.441,.206,4.2,9.4,7.0,5.4,0.7,1.0,7.5,24.8,0.1,0.1,0.2,.058,-2.3,-4.8,-7.1,-0.2,2013
lillada01,Carl Landry,PF,29,GSW,81,1876,17.5,.605,.005,.453,10.9,17.3,14.2,5.6,0.9,1.3,13.7,20.0,4.3,1.9,6.2,.159,0.0,-0.7,-0.7,0.6,2013
linje01,Ty Lawson,PG,25,DEN,73,2513,17.9,.549,.239,.320,1.6,7.1,4.4,30.2,2.1,0.2,14.1,22.3,5.6,1.8,7.4,.141,3.0,-1.5,1.4,2.2,2013
livinsh01,Courtney Lee,SG,27,BOS,78,1941,11.7,.545,.294,.136,1.9,9.4,5.8,11.7,2.4,0.9,13.0,15.7,0.9,2.4,3.3,.082,-1.1,0.8,-0.3,0.8,2013
livinsh01,David Lee,PF,29,GSW,79,2907,19.2,.561,.003,.276,8.5,24.5,16.8,16.5,1.2,0.6,13.7,23.2,5.4,3.7,9.1,.150,1.1,1.5,2.5,3.3,2013
livinsh01,Malcolm Lee,SG,22,MIN,16,289,9.8,.460,.316,.263,5.8,9.8,7.7,10.7,2.1,1.6,10.5,14.7,0.1,0.3,0.4,.059,-1.8,0.9,-0.9,0.1,2013
lopezbr01,Kawhi Leonard,SF,21,SAS,58,1810,16.4,.592,.331,.240,4.3,17.1,11.1,7.7,2.7,1.3,9.6,16.4,3.0,3.3,6.2,.166,1.4,2.5,3.9,2.7,2013
lopezro01,Meyers Leonard,C,20,POR,69,1206,12.1,.596,.025,.321,7.6,17.1,12.3,4.3,0.5,2.4,13.4,13.9,1.8,0.7,2.4,.097,-2.2,-0.5,-2.6,-0.2,2013
lowryky01,Jon Leuer,PF-C,23,TOT,28,187,10.4,.485,.058,.250,7.9,15.5,11.6,6.8,1.7,0.0,12.2,15.9,0.0,0.2,0.2,.057,-3.3,-1.1,-4.4,-0.1,2013
lucasjo02,Jon Leuer,C,23,CLE,9,91,3.3,.359,.107,.214,6.1,10.7,8.3,8.5,1.1,0.0,14.0,17.5,-0.2,0.0,-0.2,-0.092,-6.4,-2.6,-9.1,-0.2,2013
machasc01,Jon Leuer,PF,23,MEM,19,96,17.2,.628,.000,.292,9.7,20.1,14.8,5.3,2.3,0.0,10.0,14.4,0.2,0.2,0.4,.198,-0.2,0.3,0.1,0.1,2013
macksh01,Rashard Lewis,PF,33,MIA,55,792,11.1,.530,.526,.181,3.1,15.0,9.4,5.7,1.4,1.4,10.9,18.2,0.3,0.9,1.2,.071,-1.5,-1.7,-3.2,-0.2,2013
macksh01,DeAndre Liggins,SG,24,OKC,39,290,9.4,.528,.404,.383,5.5,14.7,10.5,7.2,3.2,0.8,20.3,10.8,0.1,0.5,0.6,.092,-1.6,1.5,-0.1,0.1,2013
macksh01,Damian Lillard,PG,22,POR,82,3167,16.4,.546,.391,.249,1.5,8.0,4.7,28.8,1.2,0.5,14.5,24.2,5.1,0.7,5.8,.088,2.7,-2.4,0.3,1.9,2013
macksh01,Jeremy Lin,PG,24,HOU,82,2640,14.9,.538,.287,.307,1.4,9.1,5.3,29.4,2.5,0.8,18.8,20.8,3.0,2.5,5.4,.099,0.4,-0.1,0.3,1.5,2013
maggeco01,Shaun Livingston,PG,27,TOT,66,1455,13.0,.536,.012,.283,2.4,10.4,6.2,23.2,1.7,1.7,16.3,14.3,1.7,0.9,2.6,.086,-1.7,-0.1,-1.8,0.1,2013
mahinia01,Shaun Livingston,PG,27,WAS,17,320,7.4,.434,.045,.227,0.7,12.2,6.4,18.1,1.8,0.5,19.0,12.8,-0.2,0.4,0.2,.028,-5.5,1.0,-4.5,-0.2,2013
mariosh01,Shaun Livingston,PG,27,CLE,49,1135,14.6,.559,.004,.296,2.8,9.8,6.2,24.6,1.7,2.1,15.7,14.7,1.9,0.6,2.4,.102,-0.7,-0.4,-1.1,0.3,2013
marshke01,Brook Lopez,C,24,BRK,74,2253,24.7,.567,.001,.358,10.8,16.1,13.4,6.4,0.8,5.2,9.4,28.6,6.4,2.6,9.0,.191,1.4,0.0,1.4,1.9,2013
martica01,Robin Lopez,C,24,NOH,82,2136,18.9,.573,.000,.288,12.4,13.4,12.9,5.3,0.8,5.0,12.0,20.0,4.4,1.2,5.6,.126,0.8,0.3,1.1,1.7,2013
martike01,Kevin Love,PF,24,MIN,18,618,17.9,.458,.309,.477,11.5,35.9,23.3,11.8,1.1,1.1,9.8,28.9,0.1,0.9,1.1,.084,-0.8,-0.3,-1.1,0.1,2013
martike02,Kyle Lowry,PG,26,TOR,68,2020,17.5,.543,.448,.384,3.2,15.9,9.5,34.6,2.5,1.0,17.7,20.3,3.5,2.1,5.6,.133,3.0,0.7,3.7,2.9,2013
masonro01,John Lucas III,PG,30,TOR,63,827,12.8,.483,.452,.075,1.1,8.3,4.7,21.5,1.5,0.1,7.0,20.8,0.7,0.3,1.1,.061,0.4,-3.3,-2.9,-0.2,2013
matthwe02,Scott Machado,PG,22,HOU,6,21,6.0,.581,.167,.333,0.0,5.3,2.7,44.2,4.8,0.0,53.8,31.0,-0.1,0.0,-0.1,-0.230,-12.2,-2.9,-15.1,-0.1,2013
maxieja01,Shelvin Mack,PG-SG,22,TOT,31,416,11.3,.537,.389,.127,0.8,10.0,5.4,26.3,1.9,0.0,20.4,18.5,0.1,0.4,0.5,.056,-2.1,-1.8,-3.9,-0.2,2013
maynoer01,Shelvin Mack,PG,22,WAS,7,141,10.4,.453,.325,.050,2.3,10.3,6.3,26.3,2.2,0.0,16.4,15.8,0.0,0.2,0.2,.052,-2.6,-0.4,-3.0,0.0,2013
maynoer01,Shelvin Mack,SG,22,PHI,4,7,-6.4,.500,.500,.000,0.0,0.0,0.0,22.6,0.0,0.0,50.0,26.3,-0.1,0.0,-0.1,-0.348,-15.1,-9.0,-24.1,0.0,2013
maynoer01,Shelvin Mack,PG,22,ATL,20,268,12.3,.577,.417,.167,0.0,10.1,5.1,26.3,1.7,0.0,21.0,19.7,0.1,0.2,0.4,.068,-1.5,-2.4,-3.8,-0.1,2013
mayooj01,Corey Maggette,SF,33,DET,18,257,7.9,.489,.276,.632,2.2,9.1,5.6,11.4,1.2,0.6,14.9,20.2,0.0,0.1,0.1,.017,-3.2,-2.7,-5.9,-0.3,2013
mbahalu01,Ian Mahinmi,C,26,IND,80,1322,10.6,.497,.006,.520,9.9,16.2,13.1,3.3,1.6,3.7,18.5,17.1,-0.4,2.6,2.3,.083,-4.7,2.0,-2.7,-0.2,2013
mcgeeja01,Shawn Marion,PF,34,DAL,67,2010,18.0,.553,.106,.146,8.2,20.6,14.5,13.1,1.9,1.8,12.3,19.0,2.9,2.5,5.3,.127,0.9,1.9,2.8,2.4,2013
mcguido01,Kendall Marshall,PG,21,PHO,48,702,7.8,.455,.483,.093,0.6,6.3,3.4,29.4,1.6,0.4,26.6,13.6,-0.4,0.2,-0.2,-0.012,-4.1,-3.2,-7.3,-0.9,2013
mcguido01,Cartier Martin,SF,28,WAS,41,694,9.7,.511,.579,.111,1.7,14.3,8.0,4.8,1.4,0.7,10.8,19.5,-0.2,0.9,0.7,.047,-2.2,-1.4,-3.6,-0.3,2013
mcguido01,Kenyon Martin,C,35,NYK,18,431,13.9,.583,.000,.430,8.9,17.1,12.9,2.9,2.0,3.4,12.6,13.7,0.6,0.6,1.2,.128,-1.2,1.8,0.5,0.3,2013
mcguido01,Kevin Martin,SG,29,OKC,77,2136,16.0,.608,.477,.316,1.8,7.4,4.8,7.9,1.7,0.3,10.2,21.0,5.0,2.0,7.0,.157,2.7,-2.3,0.5,1.3,2013
mcrobjo01,Roger Mason,SG,32,NOH,69,1219,10.0,.570,.521,.141,1.1,12.0,6.5,9.5,1.2,0.8,13.6,14.3,1.1,0.3,1.4,.057,-0.3,-1.4,-1.7,0.1,2013
mcrobjo01,Wesley Matthews,SG,26,POR,69,2403,14.1,.574,.526,.231,1.7,7.6,4.6,11.8,2.0,0.6,10.9,19.1,3.6,1.0,4.7,.093,2.3,-1.1,1.2,2.0,2013
meeksjo01,Jason Maxiell,PF,29,DET,72,1789,11.3,.478,.000,.317,8.5,18.0,13.2,4.7,0.9,4.2,13.5,15.3,0.1,1.7,1.8,.047,-3.7,1.1,-2.6,-0.3,2013
melofa01,Eric Maynor,PG-SG,25,TOT,64,963,9.3,.472,.342,.221,1.1,4.4,2.8,28.7,1.2,0.1,20.4,18.4,-0.1,0.3,0.2,.008,-3.0,-4.4,-7.4,-1.3,2013
middlkh01,Eric Maynor,PG,25,OKC,37,391,7.5,.419,.400,.183,1.6,3.6,2.6,26.8,1.3,0.0,20.0,18.1,-0.3,0.2,0.0,-0.003,-3.9,-4.5,-8.4,-0.6,2013
milescj01,Eric Maynor,SG,25,POR,27,572,10.6,.508,.301,.247,0.8,4.9,2.8,30.0,1.1,0.1,20.7,18.6,0.2,0.0,0.2,.016,-2.4,-4.3,-6.7,-0.7,2013
milicda01,O.J. Mayo,SG,25,DAL,82,2913,13.9,.556,.340,.227,1.4,9.6,5.6,19.4,1.6,0.6,15.7,20.9,2.3,1.8,4.2,.069,1.1,-0.7,0.4,1.7,2013
millean02,Luc Mbah a Moute,SF,26,MIL,58,1326,9.1,.447,.098,.334,7.0,14.0,10.4,6.1,1.6,0.8,13.9,16.5,-0.8,1.2,0.5,.017,-4.0,0.0,-4.1,-0.7,2013
milleda01,JaVale McGee,C,25,DEN,79,1433,20.7,.589,.002,.353,12.6,17.1,14.9,2.7,1.1,8.5,12.9,21.1,2.7,2.2,4.9,.163,-0.5,2.0,1.5,1.2,2013
millemi01,Dominic McGuire,SF,27,TOT,26,387,7.7,.422,.000,.179,5.7,18.4,12.0,7.5,1.8,2.3,16.6,8.7,-0.1,0.4,0.3,.035,-4.2,2.2,-1.9,0.0,2013
millequ01,Dominic McGuire,SF,27,TOR,15,230,7.5,.462,.000,.188,5.6,19.5,12.4,6.4,1.2,2.8,16.8,8.4,0.0,0.2,0.2,.045,-4.4,2.1,-2.3,0.0,2013
millspa02,Dominic McGuire,SF,27,NOH,9,145,9.1,.434,.000,.095,5.7,17.6,11.5,9.1,3.0,1.7,18.6,8.6,0.0,0.1,0.1,.043,-3.2,2.8,-0.4,0.1,2013
millspa01,Dominic McGuire,SF,27,IND,2,12,-6.0,.000,.000,.667,9.5,9.1,9.3,11.5,0.0,0.0,0.0,14.7,-0.1,0.0,-0.1,-0.239,-12.0,-1.3,-13.3,0.0,2013
mohamna01,Josh McRoberts,PF,25,TOT,67,1487,12.7,.527,.245,.248,7.0,18.1,12.4,14.8,1.1,1.4,14.8,13.7,1.5,0.7,2.2,.072,-1.0,0.1,-0.8,0.4,2013
monrogr01,Josh McRoberts,PF,25,ORL,41,685,10.2,.478,.359,.196,6.7,15.8,11.3,14.7,0.8,1.4,14.4,12.9,0.4,0.3,0.7,.051,-2.0,-0.1,-2.0,0.0,2013
mooreet01,Josh McRoberts,PF,25,CHA,26,802,14.8,.565,.153,.289,7.2,20.0,13.4,14.9,1.4,1.5,15.1,14.3,1.1,0.4,1.5,.090,-0.1,0.2,0.1,0.4,2013
morrida01,Jodie Meeks,SG,25,LAL,78,1663,11.4,.540,.645,.181,2.5,8.7,5.7,6.4,1.8,0.2,8.3,16.7,1.9,1.1,3.0,.085,0.6,-1.5,-0.9,0.5,2013
morrima03,Fab Melo,C,22,BOS,6,36,4.9,.451,.000,.667,0.0,9.6,4.9,0.0,2.9,4.4,11.4,11.5,0.0,0.1,0.0,.021,-7.5,1.7,-5.8,0.0,2013
morrima03,Khris Middleton,SG,21,DET,27,475,11.4,.532,.319,.227,1.0,11.4,6.1,9.5,1.7,0.7,6.6,15.9,0.6,0.3,0.9,.089,-0.9,-1.5,-2.3,0.0,2013
morrima03,C.J. Miles,SF,25,CLE,65,1364,15.3,.551,.534,.174,1.9,13.4,7.4,8.1,1.9,1.0,9.5,23.9,1.8,0.8,2.6,.092,1.7,-2.8,-1.1,0.3,2013
morrima02,Darko Milicic,C,27,BOS,1,5,-30.2,.000,.000,.000,0.0,22.9,11.8,0.0,0.0,0.0,66.7,28.4,-0.1,0.0,-0.1,-0.779,-33.0,-3.1,-36.1,0.0,2013
morroan01,Andre Miller,PG,36,DEN,82,2151,15.7,.548,.101,.307,3.2,9.1,6.2,32.2,1.7,0.4,19.3,17.9,3.9,1.5,5.4,.120,0.9,-1.0,-0.1,1.0,2013
morroan01,Darius Miller,SF,22,NOH,52,694,6.3,.529,.519,.074,1.3,12.2,6.7,9.3,1.3,1.4,17.1,9.0,0.2,0.3,0.5,.034,-2.2,0.0,-2.2,0.0,2013
morroan01,Mike Miller,SF,32,MIA,59,900,13.5,.596,.758,.048,2.6,18.0,10.7,16.2,1.2,0.4,12.9,14.4,1.6,1.0,2.6,.137,1.6,-1.0,0.6,0.6,2013
motiedo01,Quincy Miller,PF,20,DEN,7,26,5.9,.349,.083,.167,4.4,4.2,4.3,16.8,1.9,0.0,7.2,23.1,0.0,0.0,0.0,-0.051,-5.1,-3.3,-8.4,0.0,2013
moultar01,Patrick Mills,PG,24,SAS,58,656,14.1,.590,.539,.079,1.7,6.8,4.4,14.9,2.0,0.4,13.5,20.2,0.7,0.8,1.5,.109,1.2,-1.6,-0.4,0.3,2013
mozgoti01,Paul Millsap,PF,27,UTA,78,2375,19.8,.550,.045,.407,8.6,18.8,13.7,14.5,2.3,2.7,11.8,22.4,4.8,2.9,7.6,.154,1.8,2.0,3.8,3.5,2013
murphke01,Nazr Mohammed,C,35,CHI,63,693,10.8,.414,.011,.261,12.0,20.4,16.2,5.8,1.6,3.5,10.7,14.9,0.0,1.2,1.2,.082,-4.6,1.8,-2.8,-0.1,2013
murphtr01,Greg Monroe,C,22,DET,81,2687,19.5,.527,.004,.371,9.9,23.6,16.7,18.6,2.1,1.6,16.0,24.8,2.7,3.2,5.9,.105,0.6,1.8,2.4,3.0,2013
nashst01,E'Twaun Moore,SG,23,ORL,75,1682,10.7,.471,.329,.099,3.2,8.0,5.6,19.1,1.6,1.1,14.4,19.7,-0.4,0.7,0.2,.006,-1.8,-1.4,-3.2,-0.5,2013
nealga01,Darius Morris,PG,22,LAL,48,683,8.1,.475,.351,.197,4.0,5.2,4.6,16.8,1.6,0.2,18.1,16.2,-0.1,0.3,0.2,.016,-2.6,-1.7,-4.3,-0.4,2013
nelsoja01,Marcus Morris,PF-SF,23,TOT,77,1524,11.3,.516,.443,.222,6.0,14.6,10.3,6.4,1.5,1.0,11.8,18.9,0.6,1.2,1.8,.058,-1.0,-1.0,-1.9,0.0,2013
nichoan01,Marcus Morris,PF,23,HOU,54,1154,12.1,.537,.485,.188,6.3,15.2,10.8,6.3,1.2,1.1,10.9,18.4,1.1,0.9,2.0,.084,-0.1,-1.0,-1.1,0.3,2013
noahjo01,Marcus Morris,SF,23,PHO,23,370,8.6,.453,.310,.333,5.1,12.9,8.9,6.4,2.5,0.8,14.2,20.2,-0.5,0.3,-0.2,-0.022,-3.7,-0.9,-4.7,-0.2,2013
novakst01,Markieff Morris,PF,23,PHO,82,1837,12.6,.473,.205,.194,7.9,16.7,12.3,9.4,2.2,2.6,12.8,19.7,-0.2,1.9,1.7,.044,-2.1,1.1,-1.0,0.5,2013
nowitdi01,Anthony Morrow,SG,27,TOT,41,383,12.0,.530,.297,.152,3.3,5.6,4.5,5.6,1.8,0.2,4.9,19.6,0.4,0.3,0.7,.084,-1.1,-2.8,-3.9,-0.2,2013
onealje01,Anthony Morrow,SG,27,ATL,24,301,12.3,.526,.342,.162,3.9,6.0,4.9,4.8,2.1,0.3,3.3,18.9,0.4,0.3,0.6,.100,-0.7,-2.3,-3.0,-0.1,2013
oquinky01,Anthony Morrow,SG,27,DAL,17,82,10.9,.545,.147,.118,1.4,4.0,2.7,8.3,0.6,0.0,10.1,22.1,0.0,0.0,0.0,.028,-2.6,-4.8,-7.4,-0.1,2013
odomla01,Donatas Motiejunas,PF,22,HOU,44,538,12.2,.531,.390,.239,7.7,11.9,9.8,9.5,0.6,1.4,13.6,22.1,0.4,0.3,0.7,.061,-0.7,-2.2,-2.9,-0.1,2013
ohlbrti01,Arnett Moultrie,PF,22,PHI,47,542,16.7,.595,.000,.209,15.4,14.8,15.1,2.9,1.7,1.4,11.5,14.1,1.1,0.6,1.7,.149,-0.7,-0.9,-1.7,0.0,2013
okafoem01,Timofey Mozgov,C,26,DEN,41,366,12.3,.549,.023,.299,15.6,17.1,16.4,3.4,0.8,3.8,20.3,14.6,0.3,0.4,0.7,.096,-1.9,0.2,-1.6,0.0,2013
ortonda01,Byron Mullens,PF,23,CHA,53,1428,12.3,.465,.369,.176,5.5,22.0,13.5,10.1,1.2,1.8,10.9,21.7,-0.6,0.7,0.1,.005,-1.9,-1.7,-3.6,-0.6,2013
outlatr01,Kevin Murphy,SG,22,UTA,17,52,-4.5,.268,.179,.000,0.0,9.1,4.5,6.1,1.0,0.0,9.7,27.1,-0.3,0.0,-0.3,-0.272,-12.4,-5.3,-17.6,-0.2,2013
pachuza01,Troy Murphy,PF,32,DAL,14,256,9.1,.494,.574,.180,3.1,17.9,10.7,3.8,2.0,1.8,9.6,13.0,0.0,0.3,0.3,.062,-2.2,0.5,-1.7,0.0,2013
pargoja01,Steve Nash,PG,38,LAL,50,1627,16.0,.605,.274,.244,1.8,7.7,4.8,32.8,0.9,0.2,19.3,17.8,3.7,0.6,4.3,.127,1.5,-2.6,-1.1,0.4,2013
pargoja01,Gary Neal,SG,28,SAS,68,1484,11.5,.512,.420,.124,1.1,9.6,5.6,13.5,1.0,0.1,9.9,21.7,0.4,1.5,1.9,.060,-0.8,-1.8,-2.6,-0.2,2013
pargoja01,Jameer Nelson,PG,30,ORL,56,1977,14.4,.498,.455,.131,1.3,10.6,6.0,33.3,1.9,0.2,15.7,22.5,1.1,1.0,2.1,.050,1.6,-1.7,-0.1,0.9,2013
pargoja01,Andrew Nicholson,PF,23,ORL,75,1249,15.1,.557,.000,.193,6.2,17.1,11.7,6.1,1.0,2.0,13.0,22.1,0.9,0.8,1.7,.065,-2.8,-1.6,-4.4,-0.8,2013
pargoje01,Joakim Noah,C,27,CHI,66,2426,18.1,.534,.008,.376,12.2,22.6,17.3,17.6,1.7,4.4,19.3,17.2,2.7,4.7,7.3,.145,0.1,5.1,5.2,4.4,2013
pargoje01,Steve Novak,SF,29,NYK,81,1641,11.3,.602,.816,.077,1.2,10.0,5.4,3.3,0.9,0.4,2.6,13.0,3.2,0.8,4.0,.116,2.0,-2.0,0.0,0.8,2013
pargoje01,Dirk Nowitzki,PF,34,DAL,53,1661,19.8,.564,.216,.265,2.5,21.5,12.2,13.5,1.2,1.7,7.9,24.2,3.3,1.8,5.0,.145,1.7,0.0,1.7,1.5,2013
parsoch01,Jermaine O'Neal,C,34,PHO,55,1029,16.7,.538,.000,.310,8.9,23.8,16.2,6.8,0.9,5.7,14.8,21.4,0.7,1.3,2.0,.092,-3.3,1.3,-2.0,0.0,2013
pattepa01,Kyle O'Quinn,C,22,ORL,57,638,15.8,.535,.005,.228,11.5,25.5,18.5,13.1,0.9,3.1,14.6,18.1,0.7,0.7,1.4,.107,-1.9,1.0,-0.9,0.2,2013
pattepa01,Lamar Odom,PF,33,LAC,82,1616,10.9,.429,.246,.115,8.8,26.3,17.7,12.4,2.2,3.0,18.3,13.3,-0.3,3.0,2.7,.081,-2.6,3.8,1.2,1.3,2013
pattepa01,Tim Ohlbrecht,C,24,HOU,3,12,-6.1,.436,.000,.333,0.0,9.3,4.7,11.8,4.2,0.0,53.8,27.1,-0.1,0.0,-0.1,-0.369,-16.9,1.1,-15.8,0.0,2013
paulch01,Emeka Okafor,C,30,WAS,79,2052,15.8,.496,.000,.278,10.7,26.8,18.7,7.9,1.1,3.0,12.2,19.5,0.7,3.7,4.5,.104,-3.2,2.0,-1.1,0.5,2013
pavloal01,Daniel Orton,C,22,OKC,13,104,14.0,.493,.000,.654,15.5,13.4,14.3,5.7,2.0,2.2,10.7,16.4,0.1,0.1,0.3,.135,-1.1,-0.2,-1.3,0.0,2013
pekovni01,Travis Outlaw,SF,28,SAC,38,444,13.0,.500,.282,.294,4.3,11.7,7.9,7.7,1.3,1.4,8.7,21.9,0.3,0.1,0.3,.037,-1.5,-3.2,-4.7,-0.3,2013
perkike01,Zaza Pachulia,C,28,ATL,52,1134,13.1,.534,.012,.427,13.5,20.3,17.0,10.3,1.6,0.8,19.6,14.6,1.2,1.5,2.7,.116,-1.6,1.6,0.0,0.6,2013
petrojo01,Jannero Pargo,PG,33,TOT,32,507,10.3,.475,.547,.061,2.2,5.7,3.9,22.8,1.9,0.5,15.8,23.3,-0.4,0.2,-0.2,-0.017,-1.1,-3.9,-5.0,-0.4,2013
piercpa01,Jannero Pargo,PG,33,WAS,7,102,0.2,.319,.625,.063,0.0,6.6,3.3,21.0,0.0,0.8,19.6,18.3,-0.3,0.1,-0.3,-0.129,-7.4,-3.3,-10.8,-0.2,2013
pietrmi01,Jannero Pargo,PG,33,ATL,7,113,9.7,.450,.526,.053,1.0,6.0,3.5,25.4,1.4,0.0,11.4,18.0,0.0,0.1,0.1,.041,-2.0,-3.5,-5.6,-0.1,2013
pittmde01,Jannero Pargo,PG,33,CHA,18,292,14.1,.517,.535,.063,3.4,5.2,4.3,22.5,2.7,0.6,16.1,27.1,-0.1,0.0,0.0,-0.001,1.5,-4.2,-2.7,-0.1,2013
pittmde01,Jeremy Pargo,PG-SG,26,TOT,39,655,10.4,.478,.296,.248,1.3,7.5,4.3,23.0,1.0,0.2,15.3,22.5,-0.2,0.1,0.0,-0.002,-2.4,-3.9,-6.3,-0.7,2013
pittmde01,Jeremy Pargo,PG,26,CLE,25,447,11.3,.478,.305,.219,1.7,6.8,4.1,24.2,1.4,0.4,15.3,24.1,-0.1,0.1,-0.1,-0.006,-1.6,-4.0,-5.6,-0.4,2013
plumlmi01,Jeremy Pargo,SG,26,PHI,14,208,8.4,.478,.270,.333,0.5,8.9,4.6,20.4,0.3,0.0,15.3,18.9,0.0,0.1,0.0,.006,-4.1,-3.7,-7.8,-0.3,2013
pondequ01,Tony Parker,PG,30,SAS,66,2174,23.0,.588,.068,.332,1.0,9.1,5.3,40.4,1.3,0.2,13.0,27.7,7.1,2.3,9.3,.206,4.1,-1.4,2.7,2.6,2013
priceaj01,Chandler Parsons,SF,24,HOU,76,2758,15.3,.584,.421,.165,3.3,13.2,8.3,15.6,1.4,0.9,12.7,18.3,4.9,2.1,7.0,.121,2.4,0.4,2.7,3.3,2013
pricero01,Patrick Patterson,PF,23,TOT,71,1775,15.2,.566,.212,.101,7.2,14.4,10.8,7.5,0.9,1.7,8.6,17.6,3.1,1.0,4.1,.111,0.5,-0.7,-0.2,0.8,2013
prigipa01,Patrick Patterson,PF,23,HOU,47,1219,15.5,.571,.211,.108,6.9,13.6,10.3,7.0,0.7,1.7,8.1,18.6,2.2,0.8,3.0,.120,0.6,-0.7,-0.2,0.6,2013
princta01,Patrick Patterson,PF,23,SAC,24,556,14.5,.554,.214,.083,8.1,16.1,12.0,8.6,1.2,1.8,9.8,15.4,0.9,0.2,1.0,.090,0.4,-0.7,-0.3,0.2,2013
princta01,Chris Paul,PG,27,LAC,70,2335,26.4,.594,.271,.377,2.8,10.5,6.7,46.5,3.8,0.4,13.7,22.6,10.6,3.4,13.9,.287,7.2,0.3,7.5,5.6,2013
