New York Knicks,107,Washington Wizards,93,2012
Los Angeles Lakers,88,Boston Celtics,87,2012
Golden State Warriors,109,Denver Nuggets,101,2012
Houston Rockets,96,Phoenix Suns,89,2012
Oklahoma City Thunder,101,Sacramento Kings,106,2012
Chicago Bulls,95,Charlotte Bobcats,64,2012
Milwaukee Bucks,113,Cleveland Cavaliers,112,2012
New Jersey Nets,92,Detroit Pistons,109,2012
Indiana Pacers,92,Memphis Grizzlies,98,2012
Dallas Mavericks,104,Minnesota Timberwolves,97,2012
Portland Trail Blazers,94,New Orleans Hornets,86,2012
Los Angeles Lakers,85,New York Knicks,92,2012
Atlanta Hawks,89,Orlando Magic,87,2012
Los Angeles Clippers,78,Philadelphia 76ers,77,2012
Boston Celtics,74,Toronto Raptors,86,2012
Oklahoma City Thunder,101,Utah Jazz,87,2012
Miami Heat,106,Washington Wizards,89,2012
Los Angeles Clippers,111,Charlotte Bobcats,86,2012
Philadelphia 76ers,99,Cleveland Cavaliers,84,2012
Portland Trail Blazers,94,Dallas Mavericks,97,2012
Denver Nuggets,113,Indiana Pacers,109,2012
Orlando Magic,99,Milwaukee Bucks,94,2012
New York Knicks,100,Minnesota Timberwolves,98,2012
San Antonio Spurs,103,New Jersey Nets,89,2012
Phoenix Suns,98,Sacramento Kings,84,2012
Miami Heat,107,Atlanta Hawks,87,2012
Chicago Bulls,91,Boston Celtics,95,2012
Washington Wizards,98,Detroit Pistons,77,2012
Houston Rockets,97,Golden State Warriors,106,2012
Utah Jazz,98,Memphis Grizzlies,88,2012
Los Angeles Lakers,94,Toronto Raptors,92,2012
Philadelphia 76ers,98,Charlotte Bobcats,89,2012
Los Angeles Clippers,92,Dallas Mavericks,96,2012
Phoenix Suns,96,Golden State Warriors,102,2012
Miami Heat,114,Milwaukee Bucks,96,2012
Utah Jazz,80,New Orleans Hornets,86,2012
Minnesota Timberwolves,89,Orlando Magic,102,2012
Sacramento Kings,115,Chicago Bulls,121,2012
Phoenix Suns,92,Denver Nuggets,109,2012
San Antonio Spurs,99,Detroit Pistons,95,2012
Miami Heat,105,Indiana Pacers,90,2012
Atlanta Hawks,78,Los Angeles Lakers,86,2012
Houston Rockets,83,Memphis Grizzlies,93,2012
Utah Jazz,85,Oklahoma City Thunder,111,2012
Washington Wizards,124,Portland Trail Blazers,109,2012
New York Knicks,90,Toronto Raptors,87,2012
Detroit Pistons,98,Boston Celtics,88,2012
Indiana Pacers,87,Cleveland Cavaliers,98,2012
Denver Nuggets,84,Dallas Mavericks,102,2012
Portland Trail Blazers,93,Golden State Warriors,91,2012
Oklahoma City Thunder,95,Houston Rockets,96,2012
Washington Wizards,84,Los Angeles Clippers,102,2012
New Orleans Hornets,92,Milwaukee Bucks,89,2012
Charlotte Bobcats,90,Minnesota Timberwolves,102,2012
Memphis Grizzlies,105,New Jersey Nets,100,2012
Sacramento Kings,85,New York Knicks,100,2012
Philadelphia 76ers,87,Orlando Magic,103,2012
Atlanta Hawks,101,Phoenix Suns,99,2012
San Antonio Spurs,113,Toronto Raptors,106,2012
Boston Celtics,80,Chicago Bulls,89,2012
New Jersey Nets,88,Indiana Pacers,93,2012
Los Angeles Clippers,74,Portland Trail Blazers,71,2012
Miami Heat,111,Cleveland Cavaliers,87,2012
Sacramento Kings,108,Detroit Pistons,114,2012
Minnesota Timberwolves,111,Houston Rockets,98,2012
Phoenix Suns,99,Los Angeles Lakers,111,2012
Denver Nuggets,102,Memphis Grizzlies,103,2012
New Orleans Hornets,89,New York Knicks,85,2012
Golden State Warriors,87,Oklahoma City Thunder,110,2012
Milwaukee Bucks,85,Orlando Magic,94,2012
Dallas Mavericks,82,Philadelphia 76ers,75,2012
Charlotte Bobcats,98,Toronto Raptors,91,2012
Washington Wizards,100,Utah Jazz,114,2012
New Jersey Nets,97,Chicago Bulls,85,2012
San Antonio Spurs,103,Los Angeles Clippers,100,2012
Golden State Warriors,103,Memphis Grizzlies,104,2012
Atlanta Hawks,77,Portland Trail Blazers,97,2012
Sacramento Kings,92,Cleveland Cavaliers,93,2012
Boston Celtics,81,Detroit Pistons,96,2012
Utah Jazz,85,Houston Rockets,101,2012
Charlotte Bobcats,73,Indiana Pacers,108,2012
Orlando Magic,78,Miami Heat,90,2012
Philadelphia 76ers,91,Minnesota Timberwolves,92,2012
Milwaukee Bucks,92,New Jersey Nets,85,2012
Dallas Mavericks,97,New York Knicks,104,2012
Denver Nuggets,118,Oklahoma City Thunder,124,2012
Los Angeles Lakers,90,Phoenix Suns,102,2012
Atlanta Hawks,79,Chicago Bulls,90,2012
Boston Celtics,73,Dallas Mavericks,89,2012
Minnesota Timberwolves,101,Denver Nuggets,103,2012
Los Angeles Clippers,97,Golden State Warriors,104,2012
Memphis Grizzlies,93,Houston Rockets,97,2012
Portland Trail Blazers,92,Los Angeles Lakers,103,2012
Orlando Magic,93,Milwaukee Bucks,90,2012
New Jersey Nets,100,New York Knicks,92,2012
New Orleans Hornets,93,Oklahoma City Thunder,101,2012
Washington Wizards,88,Phoenix Suns,104,2012
San Antonio Spurs,106,Utah Jazz,102,2012
Detroit Pistons,100,Cleveland Cavaliers,101,2012
New Orleans Hornets,108,Indiana Pacers,117,2012
Philadelphia 76ers,76,Memphis Grizzlies,89,2012
Sacramento Kings,108,Miami Heat,120,2012
San Antonio Spurs,97,Portland Trail Blazers,137,2012
Indiana Pacers,102,Charlotte Bobcats,88,2012
Milwaukee Bucks,91,Chicago Bulls,110,2012
New Orleans Hornets,89,Cleveland Cavaliers,84,2012
Los Angeles Lakers,96,Dallas Mavericks,91,2012
Philadelphia 76ers,87,Houston Rockets,93,2012
Denver Nuggets,95,Los Angeles Clippers,103,2012
Utah Jazz,98,Minnesota Timberwolves,100,2012
Orlando Magic,108,New Jersey Nets,91,2012
Atlanta Hawks,82,New York Knicks,99,2012
Boston Celtics,104,Oklahoma City Thunder,119,2012
Golden State Warriors,106,Phoenix Suns,104,2012
Detroit Pistons,93,Toronto Raptors,103,2012
Sacramento Kings,115,Washington Wizards,107,2012
Orlando Magic,78,Atlanta Hawks,83,2012
San Antonio Spurs,114,Denver Nuggets,99,2012
New York Knicks,88,Miami Heat,102,2012
Los Angeles Lakers,85,Oklahoma City Thunder,100,2012
New Orleans Hornets,95,Chicago Bulls,99,2012
Boston Celtics,86,Cleveland Cavaliers,83,2012
New Jersey Nets,93,Dallas Mavericks,92,2012
Philadelphia 76ers,97,Detroit Pistons,68,2012
Toronto Raptors,85,Houston Rockets,88,2012
Golden State Warriors,78,Indiana Pacers,102,2012
Minnesota Timberwolves,109,Los Angeles Clippers,97,2012
Washington Wizards,118,Milwaukee Bucks,119,2012
Utah Jazz,96,Sacramento Kings,103,2012
Golden State Warriors,85,Atlanta Hawks,82,2012
Milwaukee Bucks,96,Boston Celtics,102,2012
Portland Trail Blazers,95,Denver Nuggets,104,2012
Charlotte Bobcats,94,Detroit Pistons,109,2012
Minnesota Timberwolves,85,Los Angeles Lakers,104,2012
Dallas Mavericks,85,Memphis Grizzlies,96,2012
Toronto Raptors,95,New Orleans Hornets,84,2012
Cleveland Cavaliers,103,New York Knicks,120,2012
Oklahoma City Thunder,92,Philadelphia 76ers,88,2012
Chicago Bulls,96,San Antonio Spurs,89,2012
Houston Rockets,83,Utah Jazz,104,2012
Orlando Magic,102,Washington Wizards,95,2012
Oklahoma City Thunder,105,Orlando Magic,102,2012
Minnesota Timberwolves,95,Phoenix Suns,104,2012
Miami Heat,107,Portland Trail Blazers,93,2012
Los Angeles Clippers,108,Sacramento Kings,100,2012
Milwaukee Bucks,94,Atlanta Hawks,99,2012
New Jersey Nets,94,Boston Celtics,107,2012
Chicago Bulls,112,Cleveland Cavaliers,91,2012
Denver Nuggets,117,Houston Rockets,105,2012
Sacramento Kings,107,Los Angeles Lakers,115,2012
Dallas Mavericks,92,New Orleans Hornets,97,2012
Golden State Warriors,83,Philadelphia 76ers,105,2012
