San Antonio Spurs,96,Minnesota Timberwolves,106,2012,1312.39614056,957.745394827
Indiana Pacers,108,Brooklyn Nets,94,2012,1176.13564497,977.101295836
Toronto Raptors,90,New York Knicks,85,2012,987.330786986,1201.62883089
Golden State Warriors,91,Phoenix Suns,102,2012,1194.71929879,1165.47456541
New Orleans Pelicans,90,Utah Jazz,94,2012,1213.69655357,1117.99734359
Atlanta Hawks,74,Chicago Bulls,76,2012,1195.26963747,1444.03195532
Charlotte Hornets,101,Cleveland Cavaliers,115,2012,1121.69526376,1034.68019826
Houston Rockets,99,Los Angeles Lakers,108,2012,1265.55039771,1328.34030236
Sacramento Kings,96,Memphis Grizzlies,113,2012,1148.98326701,1273.80469884
Portland Trail Blazers,103,Oklahoma City Thunder,93,2012,1330.65434226,1379.00739278
Milwaukee Bucks,73,Utah Jazz,85,2012,1167.68888525,1138.29628139
Brooklyn Nets,70,Boston Celtics,89,2012,969.380682014,1235.74364917
Phoenix Suns,89,Dallas Mavericks,98,2012,1182.81816347,1288.39343332
Sacramento Kings,83,Denver Nuggets,110,2012,1138.49632984,1329.23278275
Chicago Bulls,99,Detroit Pistons,83,2012,1450.20119216,1104.72758442
Houston Rockets,89,Los Angeles Clippers,117,2012,1252.41090482,1188.31680774
Indiana Pacers,83,Miami Heat,118,2012,1183.8562588,1377.6852578
Memphis Grizzlies,90,Minnesota Timberwolves,86,2012,1284.29163601,986.068254256
Philadelphia 76ers,101,New Orleans Pelicans,93,2012,1192.90684816,1193.39761577
Charlotte Hornets,118,New York Knicks,110,2012,1101.76980546,1176.84650094
Washington Wizards,85,Orlando Magic,103,2012,997.78265768,1291.27878249
Golden State Warriors,95,San Antonio Spurs,101,2012,1177.37570073,1284.07328113
Cleveland Cavaliers,77,Toronto Raptors,92,2012,1054.60565657,1012.11311693
Miami Heat,116,Atlanta Hawks,109,2012,1385.58275724,1189.10040063
Los Angeles Lakers,96,Portland Trail Blazers,107,2012,1341.47979525,1348.86681673
Milwaukee Bucks,100,Sacramento Kings,103,2012,1150.33852577,1130.49245918
Dallas Mavericks,71,San Antonio Spurs,93,2012,1299.67582956,1295.30853139
Indiana Pacers,87,Boston Celtics,74,2012,1175.95875935,1241.4239733
Atlanta Hawks,102,Charlotte Hornets,96,2012,1181.29340533,1121.17438801
Golden State Warriors,90,Los Angeles Lakers,97,2012,1166.14045047,1325.81992891
Cleveland Cavaliers,98,Minnesota Timberwolves,87,2012,1036.65850172,981.194808119
Denver Nuggets,96,New Orleans Pelicans,88,2012,1337.23665341,1177.3750151
Houston Rockets,94,Oklahoma City Thunder,109,2012,1233.49229639,1360.79491832
Chicago Bulls,97,Orlando Magic,83,2012,1454.05379485,1296.26571598
Detroit Pistons,73,Philadelphia 76ers,96,2012,1100.87498172,1208.92944883
Portland Trail Blazers,77,Phoenix Suns,102,2012,1364.52668307,1171.53576724
Brooklyn Nets,97,Toronto Raptors,85,2012,963.700357877,1030.06027178
Memphis Grizzlies,85,Utah Jazz,94,2012,1289.16508215,1155.64664087
New York Knicks,99,Washington Wizards,96,2012,1157.44191839,992.795724193
Chicago Bulls,94,Atlanta Hawks,109,2012,1463.24891776,1194.55212724
New Orleans Pelicans,81,Dallas Mavericks,96,2012,1168.25791137,1283.47471864
New York Knicks,103,Detroit Pistons,80,2012,1166.38052847,1089.69661044
Utah Jazz,88,Golden State Warriors,87,2012,1177.50957381,1157.01650882
Oklahoma City Thunder,98,Houston Rockets,95,2012,1371.18140733,1223.10580738
Charlotte Hornets,77,Indiana Pacers,99,2012,1107.9156661,1194.93836479
Milwaukee Bucks,86,Los Angeles Clippers,92,2012,1133.42557336,1207.23541617
Miami Heat,101,Brooklyn Nets,90,2012,1393.38975255,982.719717724
Toronto Raptors,62,Philadelphia 76ers,97,2012,1011.04091193,1220.10782012
Denver Nuggets,117,San Antonio Spurs,121,2012,1346.35375714,1311.50964231
Memphis Grizzlies,82,Los Angeles Lakers,90,2012,1267.30214921,1334.94387056
San Antonio Spurs,96,Oklahoma City Thunder,108,2012,1329.10891488,1380.74721183
Milwaukee Bucks,93,Phoenix Suns,109,2012,1120.77441375,1195.60953522
Cleveland Cavaliers,78,Portland Trail Blazers,98,2012,1050.12578245,1340.45291509
Orlando Magic,104,Sacramento Kings,97,2012,1287.07059307,1147.40541159
Minnesota Timberwolves,93,Washington Wizards,72,2012,967.72752739,983.857114106
Detroit Pistons,68,Chicago Bulls,92,2012,1077.17178707,1436.86674718
New Orleans Pelicans,94,Denver Nuggets,81,2012,1157.37753107,1328.75448457
Atlanta Hawks,106,Brooklyn Nets,101,2012,1220.93429782,979.969034152
Charlotte Hornets,87,New York Knicks,91,2012,1095.84145477,1178.90535185
Indiana Pacers,86,Philadelphia 76ers,96,2012,1207.01257613,1227.4952019
Minnesota Timberwolves,87,Toronto Raptors,97,2012,984.469789132,1003.65353014
Houston Rockets,82,Charlotte Hornets,70,2012,1213.54000288,1083.59543646
Dallas Mavericks,100,Detroit Pistons,86,2012,1294.35509894,1073.58809819
Miami Heat,106,Golden State Warriors,111,2012,1396.14043612,1141.95915641
Phoenix Suns,83,Los Angeles Lakers,99,2012,1208.21557541,1347.86762329
Oklahoma City Thunder,100,Memphis Grizzlies,95,2012,1394.38653724,1254.37839648
San Antonio Spurs,103,Milwaukee Bucks,106,2012,1315.46958946,1108.16837355
Chicago Bulls,111,Minnesota Timberwolves,100,2012,1440.45043605,969.352336355
Sacramento Kings,85,Philadelphia 76ers,112,2012,1137.51180022,1242.55303339
Los Angeles Clippers,97,Portland Trail Blazers,105,2012,1219.88657579,1345.51712685
Cleveland Cavaliers,105,Utah Jazz,113,2012,1045.06157069,1192.56692622
Toronto Raptors,78,Washington Wizards,93,2012,1018.77098292,967.114852364
Dallas Mavericks,90,Boston Celtics,85,2012,1301.36674704,1222.44436786
Washington Wizards,64,Chicago Bulls,78,2012,985.476330334,1442.44330709
Brooklyn Nets,115,Denver Nuggets,123,2012,973.573196715,1305.44565232
Atlanta Hawks,84,Indiana Pacers,96,2012,1227.33013526,1191.95474464
Miami Heat,89,Los Angeles Clippers,95,2012,1370.15581728,1209.43244966
Oklahoma City Thunder,95,New Orleans Pelicans,85,2012,1404.26666031,1180.68636332
Philadelphia 76ers,79,New York Knicks,85,2012,1253.85789503,1191.15137015
Orlando Magic,107,Portland Trail Blazers,104,2012,1296.96420444,1355.97125298
Houston Rockets,95,San Antonio Spurs,101,2012,1223.82008788,1290.91488145
Sacramento Kings,98,Toronto Raptors,91,2012,1126.20693858,1000.40950495
Los Angeles Lakers,90,Utah Jazz,87,2012,1357.7617514,1202.15475923
Charlotte Hornets,81,Atlanta Hawks,111,2012,1073.31535147,1209.70664469
Orlando Magic,117,Golden State Warriors,109,2012,1315.65575053,1167.94377525
New York Knicks,83,Memphis Grizzlies,94,2012,1210.00816006,1244.49827341
Detroit Pistons,93,Milwaukee Bucks,102,2012,1066.57645009,1132.72308156
Cleveland Cavaliers,101,Phoenix Suns,90,2012,1035.47373769,1198.3214473
Chicago Bulls,88,Boston Celtics,79,2012,1444.59371551,1210.01762777
Detroit Pistons,98,Charlotte Hornets,81,2012,1053.5863366,1063.29247122
Milwaukee Bucks,76,Dallas Mavericks,102,2012,1145.71319506,1313.79348713
Miami Heat,104,Denver Nuggets,117,2012,1347.24061522,1309.57156074
Sacramento Kings,89,Houston Rockets,103,2012,1136.65430394,1210.87207193
Cleveland Cavaliers,92,Los Angeles Lakers,97,2012,1058.46828438,1367.03936772
Minnesota Timberwolves,87,New Orleans Pelicans,80,2012,967.359465318,1173.76298223
Washington Wizards,89,Philadelphia 76ers,120,2012,983.325921917,1235.00110513
Brooklyn Nets,110,Phoenix Suns,103,2012,969.447288299,1175.32690061
Portland Trail Blazers,83,San Antonio Spurs,99,2012,1337.27970688,1303.86289739
Indiana Pacers,95,Toronto Raptors,90,2012,1209.5782352,989.962139591
Minnesota Timberwolves,91,Atlanta Hawks,93,2012,991.884610067,1219.72952494
Golden State Warriors,100,Charlotte Hornets,112,2012,1158.36392731,1046.84560345
Toronto Raptors,64,Chicago Bulls,77,2012,982.914149369,1451.17984895
Sacramento Kings,60,Dallas Mavericks,99,2012,1124.0211026,1322.60531177
Portland Trail Blazers,105,Houston Rockets,107,2012,1319.74553382,1223.50527327
Boston Celtics,83,Indiana Pacers,97,2012,1203.43149433,1216.62622543
Los Angeles Lakers,94,Los Angeles Clippers,102,2012,1371.67179465,1232.34765172
New Orleans Pelicans,99,Memphis Grizzlies,108,2012,1149.23783748,1258.91514198
New York Knicks,92,Oklahoma City Thunder,104,2012,1195.59129149,1411.1900414
Brooklyn Nets,94,Utah Jazz,107,2012,993.955142011,1192.8771429
Philadelphia 76ers,103,Washington Wizards,90,2012,1241.08727023,977.239756815
Utah Jazz,106,Denver Nuggets,96,2012,1200.60154581,1327.29951941
Golden State Warriors,99,Detroit Pistons,91,2012,1137.39770745,1070.03320437
Phoenix Suns,91,San Antonio Spurs,102,2012,1150.81904689,1321.39707046
Toronto Raptors,84,Atlanta Hawks,93,2012,980.890590592,1226.52064321
Oklahoma City Thunder,97,Boston Celtics,88,2012,1418.36594473,1188.03884219
Cleveland Cavaliers,102,Charlotte Hornets,94,2012,1053.83585745,1067.81182331
Brooklyn Nets,91,Los Angeles Clippers,101,2012,986.230739105,1254.44061751
Dallas Mavericks,70,Los Angeles Lakers,73,2012,1330.34111475,1349.57882887
Chicago Bulls,86,Memphis Grizzlies,102,2012,1453.20340773,1270.02566169
Sacramento Kings,86,Minnesota Timberwolves,99,2012,1116.28529961,985.093491802
Portland Trail Blazers,84,New Orleans Pelicans,77,2012,1299.42348814,1138.12731777
Orlando Magic,102,New York Knicks,93,2012,1325.23559847,1188.41538817
Milwaukee Bucks,82,Philadelphia 76ers,94,2012,1136.90137042,1246.8355618
Houston Rockets,114,Washington Wizards,106,2012,1243.82731896,971.491465247
Phoenix Suns,97,Chicago Bulls,118,2012,1142.09873383,1429.47125957
Golden State Warriors,105,Cleveland Cavaliers,95,2012,1150.33375651,1070.47912754
Detroit Pistons,80,Houston Rockets,97,2012,1057.09715531,1249.3487839
San Antonio Spurs,98,Miami Heat,120,2012,1330.11738352,1329.51265654
Denver Nuggets,105,Milwaukee Bucks,95,2012,1305.71044091,1125.80157359
Charlotte Hornets,89,Orlando Magic,96,2012,1051.16855322,1335.24149074
Los Angeles Clippers,79,Utah Jazz,108,2012,1260.07144055,1222.19062431
Portland Trail Blazers,89,Atlanta Hawks,92,2012,1308.48685025,1232.78016875
Toronto Raptors,73,Boston Celtics,96,2012,974.631065047,1181.32385215
Dallas Mavericks,89,Los Angeles Clippers,91,2012,1315.22613995,1242.33384426
Detroit Pistons,85,Minnesota Timberwolves,93,2012,1049.14551967,1006.86343931
Golden State Warriors,100,Brooklyn Nets,107,2012,1162.71973069,980.599916067
Memphis Grizzlies,93,New Orleans Pelicans,87,2012,1293.75780984,1129.06395565
Phoenix Suns,91,New York Knicks,88,2012,1136.96159847,1178.40949591
San Antonio Spurs,85,Orlando Magic,83,2012,1314.08953485,1340.46106552
Denver Nuggets,108,Philadelphia 76ers,104,2012,1314.09419732,1257.93535862
Indiana Pacers,88,Sacramento Kings,92,2012,1232.01887757,1094.51535211
Oklahoma City Thunder,102,Washington Wizards,105,2012,1425.08093476,965.970000299
New Orleans Pelicans,88,Houston Rockets,90,2012,1120.12711278,1257.30041955
Los Angeles Lakers,87,Miami Heat,98,2012,1364.69380367,1345.54050522
Dallas Mavericks,94,Utah Jazz,91,2012,1295.91772535,1239.9282206
Phoenix Suns,79,Boston Celtics,71,2012,1154.86134104,1188.78917217
Chicago Bulls,114,Cleveland Cavaliers,75,2012,1434.60839494,1058.09315336
Memphis Grizzlies,98,Detroit Pistons,81,2012,1302.69465271,1031.20791399
Indiana Pacers,94,Golden State Warriors,91,2012,1209.99773843,1139.02497905
Minnesota Timberwolves,101,Los Angeles Clippers,98,2012,1024.80104498,1261.64225886
Milwaukee Bucks,100,New York Knicks,86,2012,1117.41781718,1160.50975333
Los Angeles Lakers,80,Orlando Magic,92,2012,1347.81265412,1323.24893858
Atlanta Hawks,76,Philadelphia 76ers,90,2012,1252.21243892,1244.49927844
Sacramento Kings,88,San Antonio Spurs,86,2012,1116.53649124,1331.30166179
Portland Trail Blazers,94,Toronto Raptors,84,2012,1289.05458009,967.165745023
Denver Nuggets,108,Washington Wizards,104,2012,1327.53027751,995.844216086
Cleveland Cavaliers,94,Atlanta Hawks,121,2012,1054.80621609,1235.8572931
Charlotte Hornets,89,Chicago Bulls,95,2012,1045.94897844,1437.89533221
Portland Trail Blazers,91,Detroit Pistons,94,2012,1293.39147448,1025.66408165
San Antonio Spurs,102,Houston Rockets,105,2012,1306.50431223,1267.29233861
Sacramento Kings,95,Memphis Grizzlies,128,2012,1141.33384081,1308.23848505
Philadelphia 76ers,92,Miami Heat,113,2012,1260.85442426,1362.42165477
Oklahoma City Thunder,84,Brooklyn Nets,74,2012,1395.20671898,1004.2946677
Dallas Mavericks,83,New Orleans Pelicans,81,2012,1309.361404,1110.13519371
Denver Nuggets,119,New York Knicks,114,2012,1331.66004365,1142.5354098
Minnesota Timberwolves,98,Utah Jazz,108,2012,1050.28285232,1226.48454195
Toronto Raptors,91,Los Angeles Clippers,103,2012,962.828850629,1236.16045152
Indiana Pacers,98,Los Angeles Lakers,96,2012,1222.77403809,1330.68333423
Milwaukee Bucks,91,Miami Heat,82,2012,1135.39216071,1373.8731492
Charlotte Hornets,87,Brooklyn Nets,97,2012,1042.91493376,1001.24423182
Boston Celtics,100,Washington Wizards,94,2012,1171.23168536,991.714449945
Orlando Magic,56,Boston Celtics,87,2012,1340.37825848,1179.62939794
Brooklyn Nets,95,Chicago Bulls,110,2012,1019.1540895,1440.92937689
Phoenix Suns,87,Dallas Mavericks,93,2012,1172.41882785,1317.07555
Memphis Grizzlies,91,Golden State Warriors,90,2012,1317.09358842,1126.24867939
Atlanta Hawks,97,Milwaukee Bucks,92,2012,1244.20043134,1160.92282553
Houston Rockets,107,Minnesota Timberwolves,92,2012,1285.09048848,1041.76638902
San Antonio Spurs,104,New Orleans Pelicans,102,2012,1288.70616236,1102.42104771
Detroit Pistons,79,Oklahoma City Thunder,99,2012,1052.02035982,1398.25715486
Washington Wizards,83,Philadelphia 76ers,103,2012,983.316737368,1249.40292983
Sacramento Kings,89,Portland Trail Blazers,101,2012,1132.47873744,1267.03519632
New York Knicks,111,Charlotte Hornets,78,2012,1134.47572192,1025.00507608
Orlando Magic,102,Indiana Pacers,83,2012,1317.46210175,1243.5895878
Cleveland Cavaliers,85,Miami Heat,92,2012,1046.46307785,1348.34248438
Toronto Raptors,99,Phoenix Suns,96,2012,957.333524593,1162.72051929
Memphis Grizzlies,84,Portland Trail Blazers,97,2012,1325.09371251,1277.13092488
Indiana Pacers,95,Chicago Bulls,90,2012,1230.94118776,1443.52352927
New York Knicks,81,Cleveland Cavaliers,91,2012,1145.59487142,1041.67594214
Minnesota Timberwolves,105,Dallas Mavericks,90,2012,1035.43975674,1326.77385856
Miami Heat,101,Detroit Pistons,98,2012,1353.12962009,1048.18262007
Portland Trail Blazers,93,Golden State Warriors,101,2012,1295.325768,1118.24855529
Milwaukee Bucks,105,Houston Rockets,99,2012,1148.68610577,1291.41712076
Los Angeles Clippers,91,Los Angeles Lakers,96,2012,1241.65577756,1309.86778453
New Orleans Pelicans,91,Oklahoma City Thunder,101,2012,1094.26240116,1402.09489461
Brooklyn Nets,97,Philadelphia 76ers,90,2012,1016.55993711,1255.09070144
Denver Nuggets,122,Sacramento Kings,93,2012,1339.71973153,1122.38300888
Atlanta Hawks,83,San Antonio Spurs,105,2012,1256.4371511,1296.86480892
Toronto Raptors,111,Utah Jazz,106,2012,981.825094554,1235.00100525
Charlotte Hornets,75,Washington Wizards,92,2012,1013.88592658,977.628965759
Memphis Grizzlies,91,Los Angeles Clippers,98,2012,1306.89886939,1228.75730863
Boston Celtics,91,Orlando Magic,83,2012,1202.54555467,1330.11050178
Indiana Pacers,87,Boston Celtics,94,2012,1255.66816204,1224.16965635
Milwaukee Bucks,100,Chicago Bulls,107,2012,1170.91270854,1418.79655499
Brooklyn Nets,99,Cleveland Cavaliers,96,2012,1042.09208073,1062.32380239
Utah Jazz,101,Dallas Mavericks,116,2012,1209.04470649,1299.81340977
Toronto Raptors,81,Denver Nuggets,96,2012,1007.78139331,1346.84009578
Atlanta Hawks,107,Detroit Pistons,101,2012,1242.29055625,1043.46692797
Oklahoma City Thunder,120,Golden State Warriors,109,2012,1406.74419133,1141.76355379
Washington Wizards,76,Houston Rockets,103,2012,995.292625716,1269.19051799
New York Knicks,89,Miami Heat,99,2012,1124.94701117,1357.8453122
San Antonio Spurs,79,Minnesota Timberwolves,87,2012,1311.01140377,1062.40020553
Orlando Magic,67,New Orleans Pelicans,93,2012,1308.4864001,1089.61310443
Charlotte Hornets,72,Philadelphia 76ers,89,2012,996.222266623,1229.55855782
Phoenix Suns,71,Portland Trail Blazers,109,2012,1138.22894933,1271.8107695
Washington Wizards,102,Charlotte Hornets,99,2012,989.812121336,989.598724847
New York Knicks,84,Houston Rockets,97,2012,1118.31021646,1274.67102237
Los Angeles Lakers,89,Milwaukee Bucks,100,2012,1322.76625345,1164.71824989
Detroit Pistons,74,Philadelphia 76ers,95,2012,1035.73920628,1236.1820996
Memphis Grizzlies,84,Phoenix Suns,86,2012,1287.35979116,1128.0944089
Sacramento Kings,93,Utah Jazz,96,2012,1115.26264463,1197.13218552
Cleveland Cavaliers,88,Boston Celtics,87,2012,1045.39314886,1241.616255
San Antonio Spurs,100,Dallas Mavericks,101,2012,1285.18497383,1311.72593074
Los Angeles Clippers,109,Denver Nuggets,105,2012,1248.29638686,1350.81960072
Chicago Bulls,93,Miami Heat,97,2012,1424.99101364,1364.48210691
Los Angeles Lakers,106,Minnesota Timberwolves,101,2012,1299.95157469,1088.22663547
Toronto Raptors,94,Brooklyn Nets,73,2012,1003.80188838,1059.02273426
Atlanta Hawks,94,New Orleans Pelicans,72,2012,1250.01827793,1114.54158716
Indiana Pacers,106,Orlando Magic,85,2012,1238.22156339,1283.55791738
Minnesota Timberwolves,120,Houston Rockets,108,2012,1080.92583434,1283.92007833
Oklahoma City Thunder,100,Los Angeles Clippers,112,2012,1412.46178763,1268.88532746
San Antonio Spurs,83,Memphis Grizzlies,73,2012,1270.40485808,1264.49928864
New Orleans Pelicans,95,Miami Heat,109,2012,1104.48243021,1383.24080966
Detroit Pistons,82,Milwaukee Bucks,103,2012,1028.06598972,1187.53292866
Orlando Magic,69,Philadelphia 76ers,74,2012,1265.48187089,1243.85531616
Dallas Mavericks,122,Phoenix Suns,99,2012,1326.5060465,1150.95491142
Portland Trail Blazers,89,Utah Jazz,93,2012,1281.94530993,1209.43021993
Chicago Bulls,98,Washington Wizards,88,2012,1406.23231088,1005.80229407
Boston Celtics,93,Cleveland Cavaliers,90,2012,1217.43206211,1069.57734175
Sacramento Kings,90,Golden State Warriors,93,2012,1102.96461022,1136.04595749
Brooklyn Nets,99,Indiana Pacers,106,2012,1040.50091952,1256.29760987
Charlotte Hornets,73,Los Angeles Lakers,106,2012,973.608552117,1307.25237582
Denver Nuggets,97,Memphis Grizzlies,100,2012,1330.23066011,1248.77122398
Detroit Pistons,86,New York Knicks,113,2012,1018.93406585,1109.06116049
Atlanta Hawks,100,Toronto Raptors,77,2012,1260.07743487,1022.32370312
Toronto Raptors,64,Boston Celtics,100,2012,1015.83273296,1227.00639573
Oklahoma City Thunder,95,Dallas Mavericks,86,2012,1390.20217848,1335.04593548
Miami Heat,97,Milwaukee Bucks,105,2012,1388.59540208,1196.66485252
Indiana Pacers,109,Minnesota Timberwolves,99,2012,1263.46717226,1105.33796191
Detroit Pistons,96,Brooklyn Nets,99,2012,1006.99391306,1033.33135713
Phoenix Suns,120,New Orleans Pelicans,103,2012,1142.41502244,1099.12783779
Washington Wizards,103,Orlando Magic,109,2012,1002.89974298,1248.48721554
Chicago Bulls,82,Philadelphia 76ers,98,2012,1409.13486197,1260.84997151
Charlotte Hornets,68,Portland Trail Blazers,112,2012,969.519151947,1262.6535273
Houston Rockets,91,San Antonio Spurs,99,2012,1259.50795076,1286.13292274
Los Angeles Clippers,107,Utah Jazz,105,2012,1291.14493661,1228.72200256
Memphis Grizzlies,96,Atlanta Hawks,77,2012,1268.4553097,1266.56840503
Utah Jazz,101,Golden State Warriors,119,2012,1215.56614713,1150.52709241
Denver Nuggets,112,Los Angeles Clippers,91,2012,1310.54657439,1304.30079204
Chicago Bulls,105,New York Knicks,102,2012,1386.69258887,1121.00131328
Portland Trail Blazers,92,Sacramento Kings,95,2012,1267.64923347,1088.4834753
New Orleans Pelicans,81,San Antonio Spurs,93,2012,1085.11103532,1300.90919202
New York Knicks,89,Boston Celtics,91,2012,1115.30290198,1234.3250948
Indiana Pacers,98,Dallas Mavericks,87,2012,1272.64943249,1321.56484898
Los Angeles Lakers,93,Denver Nuggets,89,2012,1311.34177599,1326.25897646
Milwaukee Bucks,80,Detroit Pistons,88,2012,1220.7021669,992.204479255
Phoenix Suns,81,Houston Rockets,99,2012,1156.43182491,1244.73168148
Minnesota Timberwolves,108,Brooklyn Nets,105,2012,1096.15570167,1048.12079094
Memphis Grizzlies,94,Oklahoma City Thunder,101,2012,1284.36841538,1403.68326498
Cleveland Cavaliers,94,Orlando Magic,102,2012,1060.00300813,1254.74797533
Miami Heat,99,Philadelphia 76ers,79,2012,1364.55808771,1283.29224462
Washington Wizards,89,Toronto Raptors,106,2012,996.638983186,1008.51403389
Philadelphia 76ers,98,Atlanta Hawks,87,2012,1270.96788663,1250.65529935
Dallas Mavericks,88,Cleveland Cavaliers,91,2012,1303.32697751,1052.13683126
New Orleans Pelicans,87,Detroit Pistons,89,2012,1077.9415199,1017.43344233
Orlando Magic,85,Indiana Pacers,81,2012,1262.6141522,1290.88730396
Chicago Bulls,113,Milwaukee Bucks,90,2012,1392.39100018,1195.47320382
Houston Rockets,91,Minnesota Timberwolves,100,2012,1256.7506684,1109.95759976
Brooklyn Nets,92,New York Knicks,99,2012,1034.31889286,1104.57926818
Charlotte Hornets,89,Phoenix Suns,95,2012,964.52344578,1144.41283798
